wd_source_id,wd_ra,wd_dec,wd_rv_from,wd_plate,wd_mjd,wd_fiberid,wd_rv,wd_e_rv,ms_source_id,ms_ra,ms_dec,ms_rv_from,ms_rv,ms_e_rv,g_redshift,eg_redshift,wd_phot_g_mean_mag,wd_phot_bp_mean_mag,wd_phot_rp_mean_mag,r_med_geo,phot_teff,radius,e_radius
722128828755291392,155.98396187084288,22.159066977018394,sdss4,2366,53741,496,27.038148597093905,15.269298969602605,722129653388999552,155.9636462,22.172552155076378,gaia,-0.772824049,14.019786317437747,27.810972646089876,20.729348745431484,17.70207977294922,17.607553482055664,17.926231384277344,295.0447692871094,22624.179946494158,0.014267929358988494,0.000951248
743097619303531904,149.0872756689178,27.458206318711365,sdss4,2342,53742,591,-7.501108005,13.62712878341675,743097619303531776,149.08770936480798,27.462018101935193,sdss4,-31.9837539,14.026507318377897,24.48264589204061,19.556112763847878,17.36760139465332,17.323518753051758,17.467920303344727,171.27267456054688,14975.394117321332,0.013642228901653015,0.001609843
793575201703625984,146.58968739367643,32.85757022467031,sdss4,1945,53387,259,23.696472688970083,11.944002478757797,793575098624411136,146.5885254077784,32.85430419487299,gaia,0.40408048033714294,14.083900271442193,23.29239220863294,18.466603425332497,17.043893814086914,17.261770248413086,16.672836303710938,43.75077438354492,6779.104701194719,0.011013334086213472,0.000299697
809417476336725248,155.16330663240635,45.51277883522542,sdss4,944,52614,149,27.475263899345137,16.920650411679862,809417270178294656,155.16595113942446,45.50923335842527,sdss5,29.55313266699575,14.063839305371804,-2.077868768,22.002272299960357,18.461483001708984,18.53730583190918,18.361242294311523,187.48085021972656,9747.649599331991,0.013609665020170646,0.000815765
820542992117501952,148.0909980817682,44.90860494425253,sdss5,,,,19.98990728735176,15.770542857498658,820542992117501824,148.09196415525983,44.90818583093444,gaia,-20.01280785,14.293171764588196,40.00271513342109,21.283908971620395,15.910538673400879,15.936748504638672,15.80050277709961,61.961830139160156,10129.266664232717,0.013987632299119897,0.001024425
826184547623588864,144.47710538259864,49.697091187949795,sdss4,5740,55998,637,59.375601348689386,11.572837861010747,826185307833961216,144.47223276214038,49.70756781073962,sdss5,30.75706256679625,14.09291718318523,28.618538781893136,18.235703739898863,16.912418365478516,16.83776092529297,17.082202911376953,149.16976928710938,18763.045566264067,0.012170645,0.001049635
836711826000250752,161.71066978392562,51.00774088957554,sdss4,8167,57071,16,-6.250749797,16.012185407690694,836714059383244544,161.72259505791922,51.02080181423896,gaia,-27.82482338,14.28937357651003,21.574073582436444,21.46104095190459,18.176420211791992,18.16922378540039,18.334415435791016,244.69595336914062,15633.22219448597,0.012708974347105953,0.001380042
850203933183960704,160.05416101228926,53.947625245252524,sdss5,,,,36.61143039925816,17.729989408985794,850203933183960576,160.0566369,53.94491523082954,gaia,-13.12887669,14.066604078532746,49.74030708535435,22.63231925245273,16.934371948242188,16.87512207,17.10902214050293,145.75047302246094,18267.473929950815,0.011963109651400695,0.00104775
861577625059010176,165.32698395141387,60.67058670912026,sdss4,7103,56661,692,35.568852031710115,11.456614043752147,861577620763026048,165.3256093217554,60.674250401849335,gaia,8.174554824829102,14.00698446894912,27.394297206881014,18.09556905048528,16.839651107788086,16.777151107788086,16.99806785583496,148.1157989501953,17709.455898473403,0.013072582075254876,0.00116912
902972034525449088,126.54855726739336,32.83296070155159,sdss4,3182,54828,367,58.34620415,16.09633265211163,902973378851513984,126.56278916276105,32.89028442263601,gaia,18.444849014282227,14.156517899545022,39.90135513076307,21.435926009565662,18.082075119018555,18.374710083007812,17.644777297973633,63.518733978271484,6166.725065755327,0.011650242695810324,0.000519189
905374471727661056,121.75996615975299,33.770591283275195,sdss5,,,,18.72832930624842,12.839950718577038,905374437368655360,121.7597204183424,33.7685808,gaia,-6.349040508,14.005772173872506,25.077369814518683,19.00068389932079,19.018665313720703,19.23441505432129,18.651418685913086,119.82215118408203,6807.655672211442,0.012057002199223078,0.000319489
908364559240386944,125.00452885203589,38.57539606816316,sdss4,893,52589,453,21.291500947466492,10.556675676375653,908364387441657472,125.01659129695626,38.57694746083617,gaia,7.383980751037598,14.006942052396356,13.907520196428894,17.53960737859804,16.43068504333496,16.588773727416992,16.15760612487793,44.37950516,7665.916176987097,0.011998506,0.000149296
909857558591945600,129.25927449593334,36.87877113672824,sdss4,8858,57450,191,20.646174301953906,12.724453287396088,909857554296421248,129.2577851367998,36.87924710704019,gaia,17.857954025268555,14.723080569790405,2.788220276685351,19.459722837894297,18.24393081665039,18.369009017944336,17.981395721435547,131.9946746826172,7989.750186389317,0.014611558200945998,0.00019514
928937074630507392,121.93944506832612,44.51827459,sdss4,8278,56990,523,-21.12243967,19.852757938909892,928937177709721984,121.94637960984439,44.51729236352265,gaia,-52.12528992,14.158508651821764,31.002850246109627,24.384326216335392,17.514034271240234,17.79998016357422,17.097763061523438,44.691558837890625,6280.751669690252,0.010282619,0.000433854
930577850922831616,127.09790101493869,47.00002266450878,sdss4,7325,56717,788,31.991253968853666,24.169205975616478,930577855217008000,127.0981083393138,47.00125232707774,gaia,18.07205581665039,14.86102214251397,13.919198152203275,28.37253066985858,17.88116455078125,17.883846282958984,17.82476043701172,157.29473876953125,10978.700852180387,0.012881158399499333,0.001389574
944149092879368320,102.60616163975715,37.90967274640826,sdss4,2682,54401,625,11.220457261881787,10.949478168825916,944149264678061056,102.59946498955337,37.91056578041305,apo,12.333214797029141,14.004020804380893,-1.112757535,17.77649209,16.437103271484375,16.369611740112305,16.61335563659668,125.44232177734375,18730.084477579123,0.012716719839765673,0.001107439
1015215752063651456,131.9084021996695,49.520558392671454,sdss5,,,,99.52758282075338,13.61610383557918,1015215752063651200,131.9116253907286,49.52346078551604,sdss5,36.63081066595691,14.095632768139716,62.89677215479647,19.59809038645164,18.46536636352539,18.54763412475586,18.320825576782227,160.0924530029297,9287.024644996214,0.012538585903241733,0.000507958
1047961746662556416,158.70036697558757,60.29440890079298,sdss4,560,52296,507,19.816659236777458,17.451258510467465,1047985287378909056,158.72652249785642,60.31116641000221,sdss5,25.32560238704923,14.088199106476926,-5.50894315,22.428191582535145,18.189905166625977,18.213529586791992,18.252939224243164,197.38833618164062,12416.626900574889,0.012119567946155586,0.001708601
1052236755246289280,156.7194087556286,62.73507654853898,sdss5,,,,-28.49532297,18.09351615198787,1052236823965766144,156.71643139189862,62.735236880540214,gaia,-31.98588181,14.121614798011159,3.4905588328176833,22.952022378118528,16.529644012451172,16.485652923583984,16.614038467407227,113.5918960571289,14520.425584556318,0.013680605142196982,0.001712198
1100971233759127168,101.62962365221317,65.42757710780295,sdss5,,,,83.36394296188838,21.32479533085526,1100971268118864640,101.63169815638841,65.43415167686595,gaia,34.520530700683594,14.372703207216972,48.84341226120479,25.716171826024404,16.41494369506836,16.34294891357422,16.590301513671875,134.93125915527344,18907.16449644715,0.013736128500607035,0.001179244
1204247364523767168,238.74835094842146,20.17792980363101,sdss4,3936,55302,48,23.649467643558335,12.763894056210187,1204247536322459648,238.73848213973065,20.177424254078325,gaia,-0.593354046,14.10705180374833,24.242821689903092,19.024350240462795,17.85656738,17.835660934448242,17.951839447021484,218.7063751220703,14204.474729139909,0.014426019064151065,0.001877853
1211355290583415168,233.41705931081756,21.150468750038964,sdss4,2166,54232,301,14.873228407818424,20.614274122413914,1211355294880531968,233.4197645730731,21.152255084600963,gaia,-55.90124893,14.001195040583664,70.77447734,24.919505616253474,18.698274612426758,18.75290298461914,18.10845184326172,85.67937469482422,6547.188052370345,0.011704477811969233,0.000385324
1212425463290645504,228.5725791,19.693463183447694,sdss4,2156,54525,216,-23.29913273,11.856298397552077,1212425463290645120,228.57550040444983,19.69277213125462,gaia,-49.99700546,14.10627266518294,26.69787273199819,18.427119693437803,17.36728286743164,17.455591201782227,17.211402893066406,92.22730255126953,9139.595869563003,0.012274348550205656,0.000428773
1220062430539961344,239.90572179748895,25.48556629906007,sdss4,1656,53533,348,2.800882590883316,10.931798967010081,1220062361820483840,239.91194854320148,25.47740574963437,gaia,-4.755195618,14.00304625485689,7.556078208559097,17.764839798624255,16.471284866333008,16.59392547607422,16.250537872314453,53.66837692260742,8313.176814,0.012514387582117101,0.000195749
1236858497150236288,223.65816318713257,18.790416266603017,sdss4,5902,56042,383,13.302458936909042,11.723860613592338,1236859326078660736,223.64281978374555,18.810168541684874,gaia,-3.359691143,14.245356133989521,16.66215007994493,18.449365275562588,16.85572624206543,16.818891525268555,16.996906280517578,141.38430786132812,16080.019824562176,0.013341188785767172,0.001380308
1245026464090289280,207.8260895621944,18.31689729183245,sdss4,2905,54580,114,18.00054076516773,12.065435907074265,1245026391074834432,207.82586317768414,18.314710814325313,gaia,-18.81523323,14.028935953750603,36.81577399575855,18.50366957179449,16.90665626525879,16.878034591674805,17.00920867919922,147.57733154296875,14597.642940511902,0.014765085,0.001829317
1277028742153245952,231.63759622560525,31.75379962148905,sdss4,1387,53118,55,-32.23615266,13.64095629541633,1277405157384126592,231.66275529361585,31.832447895291498,gaia,-37.82884216,14.001867871578154,5.592689504019752,19.54809434565403,17.930171966552734,18.091957092285156,17.83559226989746,113.52500915527344,9043.675337,0.011481841376179325,0.000376629
1296865581185679360,224.20285141084057,40.383943224593466,sdss4,8494,57104,648,71.49120414256672,12.451020388844489,1296865585482140928,224.20064311486243,40.38500518670546,gaia,55.69690704345703,14.957323258249671,15.794297099109684,19.461485754566578,18.519006729125977,18.646413803100586,18.377887725830078,166.37847900390625,8934.664104,0.013301373853360042,0.000405202
1311660540930405632,251.41554184805167,30.99209281990144,sdss4,1343,52790,336,16.210363104041363,16.827863295498577,1311660510866758016,251.45174505062673,30.997856171943397,gaia,-20.53130913,14.104700718904894,36.74167223184898,21.957221260028884,18.409133911132812,18.58653450012207,18.108001708984375,91.95127868652344,7365.862510246198,0.010675936286572655,0.000162504
1323407624377828224,240.6726853382804,33.38346026667199,sdss4,1418,53142,165,28.881401967445658,14.117389804446837,1323408242853122560,240.6699694143581,33.41972720482335,gaia,26.23077964782715,14.001175847467913,2.6506223196185097,19.882998264910107,18.18540382385254,18.374679565429688,17.900333404541016,99.67372894,7394.358039639503,0.012671382288947763,0.000186124
1371709479423611904,238.3198102970761,34.18904818129195,sdss4,4970,56039,128,-7.902015517,12.50921648226458,1371709479423611776,238.32263589235853,34.192014413139304,gaia,-23.57076645,14.543381485295855,15.668750931852308,19.183076969740963,17.43897057,17.42078209,17.561304092407227,169.79434204101562,14860.937127658788,0.013020279773645739,0.001560281
1392710284657419264,229.38532058518106,42.89462474,sdss4,5164,56067,582,17.894644122245488,13.424915430042685,1392710284657089536,229.37691252307943,42.89049795752447,gaia,-7.488398552,14.096264804258887,25.383042674186406,19.466202396348038,17.730121612548828,17.642419815063477,17.938282012939453,282.19512939453125,21319.88098619713,0.014172152102224809,0.001007706
1477734110083441664,213.50905123538658,32.535737227387514,sdss4,2125,53795,570,16.94492243626334,14.971022756122574,1478484737227019520,213.4918752811205,32.55216789333724,gaia,-9.252556801,14.00388226722074,26.197479237105625,20.49976197224054,17.98254395,18.034244537353516,17.887802124023438,128.18515014648438,10038.979039783675,0.011183052435034155,0.000775342
1483533488459297920,211.44927060761987,36.765047621259384,sdss4,2931,54590,396,-3.222142214,16.597843005431557,1483533591540598016,211.45167423919693,36.76303528151991,gaia,-13.66588688,14.006814345650564,10.443744665299883,21.71817765,19.95620346069336,19.93085289001465,19.602970123291016,286.3720397949219,8446.470062559585,0.013978034419606501,0.000251687
1489687725623439744,220.91956493515244,41.50290626441396,sdss5,,,,-16.1661145,24.33271512210791,1489687729919469696,220.9170605,41.50242656098288,sdss5,-32.84099767,14.102132912632788,16.674883167345325,28.12385425042627,19.37637710571289,19.476179122924805,19.37209701538086,324.3253173828125,10449.986953059057,0.013641037340435374,0.001147922
1508121484739540224,213.6122108757762,49.275145680051104,sdss4,1671,53446,639,30.771299487337142,18.154714456325557,1508121106782208896,213.5940654983245,49.26762530385465,gaia,6.391855716705322,14.011702923801149,24.37944377063182,22.932977909891548,18.092933654785156,18.04706573486328,18.286758422851562,253.12757873535156,18535.105856149494,0.011958877777601504,0.001040552
1523397828713912192,195.70322344818902,37.86522046934154,sdss4,2018,53800,175,4.0665408925175335,11.683238171794164,1523402226760424576,195.62875418976546,37.95364659901144,gaia,-23.27755928,14.010223077541859,27.34410017291304,18.24237936403458,16.75844955444336,16.750654220581055,16.81739044189453,102.84857940673828,13006.950223948288,0.011927860295355062,0.001711557
1532756940408129792,183.3939422814417,39.0161442,sdss4,4701,55709,668,79.28703338185707,11.391453916945656,1532756940408129664,183.39898719398192,39.01757972572739,gaia,55.91450119018555,14.257643663191558,23.372532191671525,18.249537669991614,16.500022888183594,16.42919158935547,16.677383422851562,142.48426818847656,18950.832512681718,0.013913051971513095,0.001192618
1551861813935664896,202.04706420857494,46.51401193012079,sdss4,1463,53063,467,38.695634445572914,13.387595929982028,1551850062905143168,202.1128171686819,46.501571440321925,gaia,-6.133878708,14.001140575423575,44.829513153458656,19.371620019947834,17.122173309326172,17.111387252807617,17.188148498535156,130.92196655273438,13223.057010428716,0.012690567224060097,0.001817679
1559995863518817408,203.9449353892541,52.21533553863992,sdss4,6738,56424,870,22.001381656845332,11.172081027461683,1560042798921428224,203.9337098446773,52.22344796368316,gaia,-4.915140152,14.613215669880095,26.91652180882287,18.394604282196408,16.34579086303711,16.285903930664062,16.482908248901367,112.26235961914062,16784.472788413426,0.013038863234474075,0.001288583
1600636802578005248,230.06887101503486,55.68803775412446,sdss5,,,,13.67721136777972,16.52878001938717,1600636836937743744,230.07560669206805,55.685984770394185,gaia,-17.55743408,14.143910846022036,31.23464544981097,21.75432791307312,16.61365509033203,16.583955764770508,16.721620559692383,109.20159912109375,14779.015416338805,0.012371691515258096,0.001498586
1613297915194682368,226.70008053095611,57.85964712942472,sdss5,,,,39.96191670707354,18.202026390760494,1613297919489833344,226.70191006407902,57.862638714316326,gaia,1.047819972038269,14.006097701637314,38.91409673503527,22.96703153561103,18.689563751220703,18.618717193603516,18.890962600708008,398.3316345214844,20207.652060921733,0.013428272987060839,0.001021153
1672479751330081152,203.38302591258687,67.31379421043538,sdss4,2445,54573,538,-11.56893974,24.44113218806786,1672479751330081408,203.3804176075343,67.32170995588528,sdss5,-31.6832323,14.082605049002847,20.11429256655191,28.207954686591645,17.281545639038086,17.202959060668945,17.491044998168945,220.81698608398438,20931.72704897642,0.013812735874184847,0.000989501
1750545141328217984,313.4296423685767,9.688271308572038,falcon,,,,33.108001708984375,1.468999981880188,1750545145622862080,313.42762729009837,9.690464266894843,gaia,-4.345844746,14.678562325084195,37.45384645462036,14.751886417612669,16.12276840209961,16.08870506286621,16.233572006225586,98.93436431884766,15005.331850970095,0.013898491903898752,0.001633386
1777232315757039872,334.6437896366513,19.401600319042725,sdss5,,,,12.583396933553136,20.195750682373163,1777232320052167808,334.64210883978257,19.398914192744876,gaia,-12.70857143,14.23930642353341,25.291968367574132,24.71085172647547,18.45856475830078,18.398578643798828,18.630056381225586,355.9051208496094,18232.903322931656,0.014511795,0.002475735
1902773453904187776,340.40166636964193,32.93578779520945,sdss4,7142,56567,848,43.40107071860081,12.093639016306907,1902773453907469696,340.39356439352605,32.93862838752467,gaia,20.069948196411133,14.00918563643176,23.33112252218968,18.507117194548336,17.628341674804688,17.594167709350586,17.719419479370117,191.4669647216797,14465.00487990113,0.013902214610796325,0.001752143
1909041116862115200,337.1785551514799,39.35904544065468,sdss5,,,,13.018057571893113,16.35878313528422,1909041121157722368,337.1785543418006,39.35653659670925,gaia,5.648547172546387,14.007575169289295,7.369510399346726,21.536525898820113,18.868574142456055,18.75354766845703,18.91518211364746,364.5008239746094,15519.271350003322,0.014560546464467018,0.001600488
2023375963778106880,288.3033396477085,24.42115184461992,sdss5,,,,-4.16420796,13.650415114062085,2023375968096780416,288.3057869393756,24.424722391679747,gaia,-32.26094437,14.056116414742243,28.09673641,19.593576535461843,17.78998565673828,17.804485321044922,17.81135368347168,169.66290283203125,11868.151005574964,0.013149286046985481,0.001743617
2159403487916761472,271.4992735134495,62.907621953108034,sdss5,,,,38.96188533407642,18.990639543627566,2159403492213023616,271.5001702239247,62.90627532238846,sdss5,25.190224644658194,14.098029598807008,13.771660689418226,23.651613662598784,17.452457427978516,17.37129020690918,17.68657684326172,217.89585876464844,22411.497999207226,0.011847141307825623,0.00083885
2166332030390763264,311.6488057538162,45.985906148039184,sdss5,,,,14.826837099844663,13.670804424689114,2166332030390765440,311.6497293151456,45.98706805,sdss5,29.084422640997367,14.06287926725057,-14.25758554,19.612635389038502,15.795791625976562,15.839287757873535,15.732423782348633,56.953006744384766,10419.744857220441,0.012844644,0.001068492
2267838943853424512,283.50103836644433,74.42545143429982,sdss5,,,,6.382404095357001,20.034603390858596,2267838943853424256,283.49661601322083,74.42383532,sdss5,-29.57157124,14.071078106896316,35.95397533592962,24.482250144122368,16.831256866455078,16.90472412109375,16.70884895324707,82.06140899658203,9571.559399740718,0.013030636507178062,0.000684579
2442099751463686528,358.36628357221076,-8.077412379,falcon,,,,84.8010025,0.9919999837875366,2442099854542901504,358.3699596845011,-8.071928641,gaia,34.33586883544922,14.005052826059092,50.46513366699219,14.040141332213869,16.19217300415039,16.13077735900879,16.354915618896484,117.25701141357422,17844.10270699191,0.013843523,0.001246156
2448295357751641472,1.260443624837881,-3.169941808,sdss4,4365,55539,482,-3.777312334,14.043605513009977,2448295362047402240,1.2572698072248665,-3.170133363,gaia,-18.84875107,14.824193202157012,15.07143873440262,20.420077372525363,17.819942474365234,17.77038002,17.981876373291016,238.73593139648438,17342.634931545614,0.013592743729785367,0.001276848
2471634484916286336,17.66439630759588,-10.05352225,sdss4,3109,54833,39,-10.01952789,15.064160814812274,2471634489212000512,17.66592237282127,-10.05315223,gaia,-27.55745316,15.166162429096847,17.537925268312364,21.37618824487365,18.902080535888672,19.038721084594727,18.641801834106445,162.52622985839844,7914.195692788275,0.013432194592383389,0.000162958
2497895053130247040,43.38507442845183,-0.562543553,falcon,0,0,0,45.823001861572266,1.6009999513626099,2497893575661497856,43.380977350309585,-0.569003543,gaia,23.852611541748047,14.00136383552579,21.97039031982422,14.092600544222934,16.31030273,16.437946319580078,16.069313049316406,47.081947326660156,8120.4545838180375,0.012303107230780265,0.000154423
2500203890109764608,38.765355145182994,-0.486552597,sdss4,4239,55458,274,50.364379929222494,13.520219776349068,2500203890109764224,38.76499150288835,-0.483081582,gaia,6.114957809448242,14.114193707617073,44.24942211977425,19.544994418441714,18.23816680908203,18.26251792907715,18.35778045654297,212.44552612304688,13666.292022194604,0.01183579,0.001651586
2533633780942700160,18.673931380569854,-1.289683621,sdss5,,,,25.47277647,11.873294309923798,2533633991396449152,18.680948615219677,-1.270805854,gaia,-1.280456066,14.15854330445076,26.753232536339393,18.478080697790997,18.398067474365234,18.538015365600586,18.206966400146484,122.74091339111328,8418.264333651725,0.011442437,0.000200755
2540555790755342848,5.274637434022272,-2.818807021,sdss4,4367,55566,472,13.092773986517575,15.121270708538551,2540555863770173696,5.275008146,-2.815033532,gaia,7.746257305145264,14.006581519187398,5.346516681372311,20.611578146627878,18.821556091308594,19.025341033935547,18.585474014282227,125.37056732177734,7610.728488669981,0.011188176519631148,0.000139466
2542955234365003520,9.721631997443467,-0.490877537,sdss4,1135,53024,65,31.111135884113438,16.215985434021977,2542955238660697984,9.722827135737978,-0.4921842,gaia,-9.621876717,15.106527205818258,40.73301260072721,22.162250513351303,18.506589889526367,18.59729004,18.278778076171875,143.31385803222656,8525.272229470698,0.012722276,0.000243159
2545590733671247744,3.8088304758852845,0.36770672359199663,sdss5,,,,-14.42059572,26.960977446089032,2545590733672998912,3.810273957219012,0.3681643500307756,gaia,-56.74452209,14.029569072482245,42.32392637882851,30.39281351254062,17.684444427490234,18.09276008605957,17.031166076660156,43.000797271728516,5122.058484946618,0.013968000315651138,0.000636151
2546874374843802240,5.115920716529585,0.5180357211500879,sdss4,4219,55480,726,0.8944128113650565,13.562882729485708,2546874379138453760,5.118467578589241,0.5195817742820263,gaia,-14.34985161,14.001437542894507,15.244264419641423,19.493384549671138,19.74304771,19.666168212890625,19.120168685913086,196.02061462402344,7005.550757728715,0.015294227916939017,0.000323704
2576762266276447104,18.301662075182257,7.131122746982858,sdss4,4554,56193,257,60.527458270161475,14.134998559357872,2576762025758278656,18.255827219252875,7.1232170955212135,gaia,14.457999229431152,14.138690185673763,46.06945904073032,19.992517211184705,18.21921730041504,18.201053619384766,18.326541900634766,192.33724975585938,14445.322381095266,0.010562818185397588,0.001335267
2608247533357159424,341.3730908548287,-10.04584796,sdss4,723,52201,215,38.757654587536734,11.258911162900848,2608249015120878976,341.35615409948144,-10.04366484,gaia,1.6489012241363525,14.002210159798281,37.10875336340038,17.96733062904035,16.94164467,17.055898666381836,16.75284194946289,56.37057876586914,8639.512324701343,0.009932063,0.0001932
2657451056656635648,348.6079870043222,1.160561155909109,sdss4,382,51816,324,-23.36866033,12.918687871299426,2657451060952433280,348.60845426932354,1.1552035162845098,gaia,-29.30622673,14.893980410594407,5.937566403459083,19.716063217265987,17.740028381347656,17.90933609008789,17.531909942626953,92.49182129,8059.679372649207,0.012448177251840335,0.00014187
2690763205257368832,317.9435346520062,1.3482006793251335,sdss5,,,,42.822278856506195,13.022472763256275,2690763200962109312,317.9449298050429,1.3574095768388437,gaia,4.437829971313477,14.004019799691623,38.38444888519272,19.12321540483991,15.236823081970215,15.19015884399414,15.355803489685059,65.08973693847656,15647.655932715772,0.013318195367835808,0.001444133
2731772377633104128,339.7444556279192,13.217540925088867,sdss4,739,52264,185,-25.52059898,14.580540482422917,2731772377633105024,339.7392631308623,13.219487222216047,gaia,-19.3243351,14.944169152073295,-6.196263886,20.87870571671895,16.95146369934082,17.078235626220703,16.710824966430664,63.46055221557617,8128.280414,0.012326034893897657,0.000173325
2745244002118134400,359.1692747,5.620009498305393,sdss4,4405,55854,900,28.999758723804497,13.420837920468111,2745245621321927552,359.1898945,5.654964924529127,gaia,-1.952489495,14.085485606641708,30.952248219081902,19.455585194549805,18.18080711364746,18.438642501831055,17.801836013793945,80.99240112304688,6575.360663946396,0.012660928,0.000408084
