Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,FileName,ra,de,decimal_date,helio_corr
EC12489-2750,12,51,41.04,-,28,6,47.3,EC12489m2750_a_2000_07_13T01_26_13_all.dat.gz,12.8614126,28.11347,2000.5300546448088,27.535578560594086
EC12489-2750,12,51,41.04,-,28,6,47.3,EC12489m2750_b_2000_07_15T23_51_15_all.dat.gz,12.8613876,28.11294,2000.535519125683,27.564927051093342
EC13123-2523,13,15,3.87,-,25,39,0.0,EC13123m2523_a_2000_04_22T03_01_23_all.dat.gz,13.251114333333334,25.65049,2000.3060109289618,4.028641396990078
EC13123-2523,13,15,3.87,-,25,39,0.0,EC13123m2523_b_2000_04_25T05_27_39_all.dat.gz,13.251094466666666,25.65028,2000.3142076502731,5.4521084931243395
HE0031-5525,0,33,36.10,-,55,8,38.9,HE0031m5525_a_2002_07_27T06_08_16_all.dat.gz,0.5600453333333333,55.14455,2002.5671232876712,19.506830450052334
HE0031-5525,0,33,36.10,-,55,8,38.9,HE0031m5525_b_2001_12_17T00_51_42_all.dat.gz,0.5600112666666667,55.14449,2001.958904109589,-16.494195271161864
HE0032-2744,0,34,37.84,-,27,28,20.1,HE0032m2744_a_2002_09_15T03_00_04_all.dat.gz,0.5771667333333333,27.47278,2002.704109589041,9.241199185630915
HE0032-2744,0,34,37.84,-,27,28,20.1,HE0032m2744_b_2002_09_18T03_06_51_all.dat.gz,0.5772113333333333,27.47165,2002.7123287671234,7.931196843524663
HE0043-0318,0,46,18.39,-,3,2,1.1,HE0043m0318_a_2002_12_02T01_31_03_all.dat.gz,0.771815,3.03358,2002.9178082191781,-28.019547712024405
HE0043-0318,0,46,18.39,-,3,2,1.1,HE0043m0318_b_2003_01_16T01_44_20_all.dat.gz,0.7718176,3.03375,2003.041095890411,-28.05294412817719
HE0049-0940,0,52,15.36,-,9,24,18.8,HE0049m0940_a_2002_09_26T08_39_31_all.dat.gz,0.8709348666666668,9.40433,2002.7342465753425,0.8454240662477078
HE0049-0940,0,52,15.36,-,9,24,18.8,HE0049m0940_b_2002_09_27T06_27_23_all.dat.gz,0.8708971333333333,9.4054,2002.7369863013698,0.3401441921831023
HE0103-3253,1,5,30.75,-,32,37,54.5,HE0103m3253_a_2002_09_15T03_36_35_all.dat.gz,1.0918389333333332,32.63154,2002.704109589041,10.160475916021117
HE0103-3253,1,5,30.75,-,32,37,54.5,HE0103m3253_b_2002_09_25T07_00_07_all.dat.gz,1.0918300666666667,32.63118,2002.731506849315,5.9561512781209816
HE0106-3253,1,8,36.03,-,32,37,43.4,HE0106m3253_a_2000_12_07T02_53_55_all.dat.gz,1.1433528,32.62875,2000.931693989071,-22.95512653535691
HE0106-3253,1,8,36.03,-,32,37,43.4,HE0106m3253_b_2001_08_25T08_44_57_all.dat.gz,1.1433566,32.62898,2001.6465753424657,17.76954131805963
HE0130-2721,1,33,9.09,-,27,5,44.4,HE0130m2721_a_2002_09_15T04_41_09_all.dat.gz,1.5524768,27.0954,2002.704109589041,9.594577297332467
HE0130-2721,1,33,9.09,-,27,5,44.4,HE0130m2721_b_2002_09_27T07_32_41_all.dat.gz,1.5525465333333335,27.0957,2002.7369863013698,4.224391593170999
HE0131+0149,1,34,28.42,+,2,4,22.0,HE0131p0149_a_2002_09_19T05_55_34_all.dat.gz,1.5745436666666668,2.07269,2002.7150684931507,3.2198272000118195
HE0131+0149,1,34,28.42,+,2,4,22.0,HE0131p0149_b_2001_08_22T09_20_44_all.dat.gz,1.5745418666666666,2.07297,2001.6383561643836,16.26113004976417
HE0145-0610,1,48,22.27,-,5,55,36.6,HE0145m0610_a_2003_01_19T01_13_47_all.dat.gz,1.8061663333333333,5.92529,2003.0493150684931,-27.797767200263973
HE0145-0610,1,48,22.27,-,5,55,36.6,HE0145m0610_a_2003_01_19T01_33_36_all.dat.gz,1.8061682666666667,5.9254,2003.0493150684931,-27.797773038845367
HE0145-0610,1,48,22.27,-,5,55,36.6,HE0145m0610_b_2003_09_21T04_12_02_all.dat.gz,1.8061493333333334,5.92681,2003.7205479452055,3.245603246698014
HE0150+0045,1,52,59.19,+,1,0,18.1,HE0150p0045_a_2003_02_05T00_59_38_all.dat.gz,1.8830717333333333,1.00523,2003.0958904109589,-22.4236723528257
HE0152-5009,1,54,35.91,-,49,55,0.0,HE0152m5009_a_2002_09_15T09_00_08_all.dat.gz,1.9099039333333332,49.91677,2002.704109589041,12.140229643658369
HE0152-5009,1,54,35.91,-,49,55,0.0,HE0152m5009_b_2002_09_27T08_18_41_all.dat.gz,1.9099207333333332,49.91654,2002.7369863013698,8.296357938371122
HE0201-0513,2,3,37.56,-,4,59,12.9,HE0201m0513_a_2002_09_20T04_28_06_all.dat.gz,2.0604096666666667,4.98684,2002.717808219178,3.53623458885565
HE0204-3821,2,6,47.75,-,38,7,3.9,HE0204m3821_a_2000_12_06T01_49_23_all.dat.gz,2.1130985333333334,38.11761,2000.9289617486338,-20.745872092725143
HE0204-3821,2,6,47.75,-,38,7,3.9,HE0204m3821_a_2001_09_13T09_12_30_all.dat.gz,nan,nan,nan,nan
HE0204-3821,2,6,47.75,-,38,7,3.9,HE0204m3821_a_2002_07_10T09_07_11_all.dat.gz,2.1131553999999997,38.11737,2002.5205479452054,24.55702296916008
HE0204-3821,2,6,47.75,-,38,7,3.9,HE0204m3821_b_2002_09_10T08_42_02_all.dat.gz,2.113272,38.11819,2002.690410958904,13.039029748495556
HE0204-4213,2,6,49.83,-,41,59,25.9,HE0204m4213_a_2002_09_15T09_13_55_all.dat.gz,2.113875466666667,41.99055,2002.704109589041,11.58135907091676
HE0204-4213,2,6,49.83,-,41,59,25.9,HE0204m4213_b_2002_09_20T04_57_32_all.dat.gz,2.1138825999999997,41.99021,2002.717808219178,9.775519889416223
HE0205-2945,2,8,7.86,-,29,31,38.0,HE0205m2945_a_2001_09_23T08_54_22_all.dat.gz,2.135555533333333,29.52744,2001.7260273972602,6.595106818219215
HE0205-2945,2,8,7.86,-,29,31,38.0,HE0205m2945_b_2002_09_15T07_43_06_all.dat.gz,2.1354938666666663,29.52792,2002.704109589041,10.173073914675504
HE0210-2012,2,13,1.89,-,19,58,34.4,HE0210m2012_a_2001_09_22T09_07_09_all.dat.gz,2.2172028000000004,19.97644,2001.7232876712328,5.38911380637132
HE0210-2012,2,13,1.89,-,19,58,34.4,HE0210m2012_b_2002_09_10T08_56_41_all.dat.gz,2.2172028000000004,19.97644,2002.690410958904,11.06552972298337
HE0211-2824,2,13,56.67,-,28,10,20.9,HE0211m2824_a_2000_12_07T03_26_14_all.dat.gz,2.232412066666667,28.17299,2000.931693989071,-24.16614683673836
HE0211-2824,2,13,56.67,-,28,10,20.9,HE0211m2824_b_2001_02_07T00_55_39_all.dat.gz,2.232403666666667,28.17225,2001.1013698630136,-23.10504339861579
HE0219-4049,2,21,19.72,-,40,35,29.4,HE0219m4049_a_2001_08_18T09_45_13_all.dat.gz,2.355469466666667,40.59158,2001.627397260274,19.856687980148266
HE0219-4049,2,21,19.72,-,40,35,29.4,HE0219m4049_a_2002_09_05T09_22_14_all.dat.gz,2.3554358,40.59222,2002.676712328767,14.966373730276763
HE0219-4049,2,21,19.72,-,40,35,29.4,HE0219m4049_b_2001_09_13T08_37_20_all.dat.gz,2.355469466666667,40.59158,2001.6986301369864,12.177227523777379
HE0219-4049,2,21,19.72,-,40,35,29.4,HE0219m4049_b_2001_09_19T09_10_32_all.dat.gz,2.355469466666667,40.59158,2001.7150684931507,9.975412365825347
HE0221-0535,2,23,59.91,-,5,21,45.5,HE0221m0535_a_2002_09_19T08_01_11_all.dat.gz,2.3999325333333332,5.36228,2002.7150684931507,4.273503079279412
HE0221-0535,2,23,59.91,-,5,21,45.5,HE0221m0535_b_2002_09_20T05_57_30_all.dat.gz,2.3999691333333333,5.36308,2002.717808219178,3.7724150414592734
HE0221-2642,2,23,29.44,-,26,29,20.2,HE0221m2642_a_2001_09_23T09_10_22_all.dat.gz,2.3915,26.48881,2001.7260273972602,6.1739235978622675
HE0221-2642,2,23,29.44,-,26,29,20.2,HE0221m2642_b_2001_02_09T01_35_58_all.dat.gz,2.3915,26.48881,2001.1068493150685,-22.650937432621014
HE0222-2336,2,24,19.91,-,23,23,15.8,HE0222m2336_a_2002_09_20T06_12_49_all.dat.gz,2.4055263333333334,23.38726,2002.717808219178,7.141842623473314
HE0222-2336,2,24,19.91,-,23,23,15.8,HE0222m2336_b_2002_12_08T05_49_52_all.dat.gz,2.4054727333333332,23.38772,2002.9342465753425,-25.54367018765301
HE0222-2630,2,24,36.12,-,26,16,52.2,HE0222m2630_a_2002_07_10T09_23_27_all.dat.gz,2.4100647333333334,26.2816,2002.5205479452054,27.097317634132768
HE0222-2630,2,24,36.12,-,26,16,52.2,HE0222m2630_b_2001_02_09T01_51_28_all.dat.gz,2.4100166666666665,26.28117,2001.1068493150685,-22.660451320664638
HE0225-1912,2,27,41.43,-,18,59,24.7,HE0225m1912_a_2002_09_27T09_00_06_all.dat.gz,2.461461466666667,18.99035,2002.7369863013698,3.0325902070151014
HE0225-1912,2,27,41.43,-,18,59,24.7,HE0225m1912_b_2002_09_20T06_28_24_all.dat.gz,2.4615382,18.9897,2002.717808219178,6.3985008535093915
HE0245-0008,2,47,46.32,+,0,3,31.5,HE0245m0008_a_2003_01_16T02_40_10_all.dat.gz,2.796206666666667,0.05852,2003.041095890411,-28.202614971599214
HE0246-5449,2,48,7.04,-,54,36,44.6,HE0246m5449_a_2002_09_20T06_52_14_all.dat.gz,2.801944933333333,54.61286,2002.717808219178,11.2698582416365
HE0246-5449,2,48,7.04,-,54,36,44.6,HE0246m5449_b_2002_09_22T04_50_46_all.dat.gz,2.801950333333333,54.61301,2002.7232876712328,10.696047690209113
HE0255-1100,2,58,21.77,-,10,48,26.5,HE0255m1100_a_2001_02_09T00_38_09_all.dat.gz,2.9727,10.80714,2001.1068493150685,-22.29317606644337
HE0255-1100,2,58,21.77,-,10,48,26.5,HE0255m1100_b_2002_09_20T07_24_17_all.dat.gz,2.9727397333333334,10.80745,2002.717808219178,5.111698612378394
HE0256-1802,2,58,59.58,-,17,50,20.3,HE0256m1802_a_2002_09_20T07_38_47_all.dat.gz,2.9832192666666666,17.83909,2002.717808219178,6.42694373211577
HE0256-1802,2,58,59.58,-,17,50,20.3,HE0256m1802_b_2002_12_08T06_26_35_all.dat.gz,2.983220866666667,17.83923,2002.9342465753425,-26.71509018771776
HE0257-2104,2,59,52.67,-,20,52,50.2,HE0257m2104_a_2002_09_20T07_54_12_all.dat.gz,2.9979615999999996,20.88033,2002.717808219178,6.971377562400846
HE0257-2104,2,59,52.67,-,20,52,50.2,HE0257m2104_b_2002_12_08T06_41_18_all.dat.gz,2.997916666666667,20.88078,2002.9342465753425,-26.058424798633318
HE0300-2313,3,2,36.65,-,23,1,51.2,HE0300m2313_a_2000_12_06T02_12_35_all.dat.gz,3.0435250000000003,23.03111,2000.9289617486338,-25.185553033801156
HE0300-2313,3,2,36.65,-,23,1,51.2,HE0300m2313_b_2000_12_07T03_42_40_all.dat.gz,3.0435250000000003,23.03111,2000.931693989071,-25.419684784886343
HE0303-2041,3,6,5.00,-,20,29,32.2,HE0303m2041_a_2002_09_21T06_59_20_all.dat.gz,3.1013859333333333,20.49197,2002.7205479452055,6.479826798885241
HE0303-2041,3,6,5.00,-,20,29,32.2,HE0303m2041_b_2002_09_27T09_13_45_all.dat.gz,3.1013752666666665,20.49239,2002.7369863013698,3.617368271660792
HE0305-1145,3,8,10.28,-,11,33,47.2,HE0305m1145_a_2000_12_11T02_53_54_all.dat.gz,3.1362061333333333,11.56259,2000.9426229508197,-28.432288049154653
HE0305-1145,3,8,10.28,-,11,33,47.2,HE0305m1145_a_2001_02_08T00_55_41_all.dat.gz,3.136188066666667,11.56254,2001.1041095890412,-22.757863610634644
HE0305-1145,3,8,10.28,-,11,33,47.2,HE0305m1145_b_2001_02_07T01_10_06_all.dat.gz,3.136180533333333,11.56269,2001.1013698630136,-23.09598156631506
HE0308-2305,3,11,7.13,-,22,54,5.3,HE0308m2305_a_2001_02_09T01_20_32_all.dat.gz,3.1853444666666664,22.90156,2001.1068493150685,-22.927684023663197
HE0308-2305,3,11,7.13,-,22,54,5.3,HE0308m2305_b_2001_02_07T01_44_01_all.dat.gz,3.185307,22.901,2001.1013698630136,-23.51433301798362
HE0315-0118,3,18,13.27,-,1,7,11.7,HE0315m0118_a_2001_02_07T01_58_32_all.dat.gz,3.3036972000000002,1.12031,2001.1013698630136,-21.98211511714565
HE0315-0118,3,18,13.27,-,1,7,11.7,HE0315m0118_b_2001_02_09T01_10_45_all.dat.gz,3.3036972000000002,1.12031,2001.1068493150685,-21.23756798868349
HE0317-2120,3,19,27.20,-,21,9,13.0,HE0317m2120_a_2001_02_06T03_12_20_all.dat.gz,3.3242278,21.15367,2001.0986301369862,-23.8466041435061
HE0317-2120,3,19,27.20,-,21,9,13.0,HE0317m2120_b_2001_02_07T02_08_39_all.dat.gz,3.3242278,21.15367,2001.1013698630136,-23.555425109328322
HE0320-1917,3,22,31.93,-,19,6,48.1,HE0320m1917_a_2001_02_06T03_28_27_all.dat.gz,3.3755305333333334,19.11328,2001.0986301369862,-23.842000977829276
HE0320-1917,3,22,31.93,-,19,6,48.1,HE0320m1917_b_2001_02_07T02_38_31_all.dat.gz,3.3755305333333334,19.11328,2001.1013698630136,-23.54196124225595
HE0324-0646,3,26,39.99,-,6,36,5.3,HE0324m0646_a_2002_02_27T00_49_26_all.dat.gz,3.444434133333333,6.60258,2002.1561643835616,-14.637709358753215
HE0324-0646,3,26,39.99,-,6,36,5.3,HE0324m0646_b_2002_03_04T00_25_34_all.dat.gz,3.444422133333333,6.60258,2002.1698630136987,-12.301303499390691
HE0324-1942,3,27,5.06,-,19,32,24.1,HE0324m1942_a_2002_09_21T08_38_45_all.dat.gz,3.4514133333333334,19.53991,2002.7205479452055,6.4667610962578275
HE0324-1942,3,27,5.06,-,19,32,24.1,HE0324m1942_b_2002_09_22T05_37_07_all.dat.gz,3.4514195333333335,19.54004,2002.7232876712328,5.992078257675026
HE0324-2234,3,26,26.85,-,22,24,14.2,HE0324m2234_a_2002_03_05T00_31_57_all.dat.gz,3.4407733333333335,22.40436,2002.172602739726,-14.138115043864074
HE0324-2234,3,26,26.85,-,22,24,14.2,HE0324m2234_b_2002_09_14T09_26_22_all.dat.gz,3.4407769333333333,22.40429,2002.7013698630137,10.156652937143674
HE0325-4033,3,27,43.94,-,40,23,26.6,HE0325m4033_a_2002_09_21T08_54_24_all.dat.gz,3.4622085333333334,40.39063,2002.7205479452055,9.683685910509142
HE0325-4033,3,27,43.94,-,40,23,26.6,HE0325m4033_b_2002_09_22T05_51_33_all.dat.gz,3.462183,40.39019,2002.7232876712328,9.3021362434546
HE0330-4736,3,32,3.93,-,47,25,56.5,HE0330m4736_a_2000_12_07T04_01_32_all.dat.gz,3.5343931333333334,47.43263,2000.931693989071,-17.294191168427055
HE0330-4736,3,32,3.93,-,47,25,56.5,HE0330m4736_b_2000_12_13T06_58_13_all.dat.gz,3.5344388666666666,47.43269,2000.948087431694,-18.776482745959353
HE0333-2201,3,36,2.78,-,21,51,21.7,HE0333m2201_a_2000_12_11T03_49_30_all.dat.gz,3.6007266666666666,21.8561,2000.9426229508197,-26.48667929721464
HE0333-2201,3,36,2.78,-,21,51,21.7,HE0333m2201_b_2001_01_15T02_24_25_all.dat.gz,3.6007694666666668,21.85597,2001.0383561643835,-28.26994281259191
HE0336-0741,3,38,26.84,-,7,31,55.4,HE0336m0741_a_2002_03_03T01_11_18_all.dat.gz,3.6408201333333334,7.53225,2002.1671232876713,-13.022066495746746
HE0336-0741,3,38,26.84,-,7,31,55.4,HE0336m0741_b_2002_03_01T00_55_00_all.dat.gz,3.640823666666667,7.53236,2002.1616438356164,-13.955011622948826
HE0338-3025,3,40,18.31,-,30,15,35.8,HE0338m3025_a_2001_09_18T08_57_10_all.dat.gz,3.6717583333333335,30.26,2001.7123287671234,9.533303935928004
HE0338-3025,3,40,18.31,-,30,15,35.8,HE0338m3025_b_2001_09_19T09_25_33_all.dat.gz,3.6717583333333335,30.26,2001.7150684931507,9.102706119903882
HE0344-1207,3,47,6.79,-,11,58,8.9,HE0344m1207_a_2001_02_06T02_57_09_all.dat.gz,3.7851786666666665,11.96941,2001.0986301369862,-23.663801607891823
HE0344-1207,3,47,6.79,-,11,58,8.9,HE0344m1207_b_2001_02_07T02_53_38_all.dat.gz,3.7851972,11.96903,2001.1013698630136,-23.33722403329484
HE0348-2404,3,50,38.78,-,23,55,44.1,HE0348m2404_a_2001_09_14T09_28_38_all.dat.gz,3.8441166666666664,23.92922,2001.7013698630137,10.456987290716663
HE0348-2404,3,50,38.78,-,23,55,44.1,HE0348m2404_b_2001_09_15T09_11_32_all.dat.gz,3.8441166666666664,23.92922,2001.704109589041,10.013495613443434
HE0348-4445,3,49,59.22,-,44,36,26.4,HE0348m4445_a_2000_09_15T06_31_31_all.dat.gz,3.833154733333333,44.60732,2000.704918032787,12.218390981283711
HE0348-4445,3,49,59.22,-,44,36,26.4,HE0348m4445_b_2000_09_17T08_02_17_all.dat.gz,3.833149933333333,44.60735,2000.7103825136612,11.54260936930721
HE0349-2537,3,51,41.31,-,25,28,16.3,HE0349m2537_a_2000_12_11T03_34_19_all.dat.gz,3.8614916666666668,25.47128,2000.9426229508197,-25.58690609263803
HE0349-2537,3,51,41.31,-,25,28,16.3,HE0349m2537_b_2001_01_15T01_45_13_all.dat.gz,3.8614916666666668,25.47128,2001.0383561643835,-27.87910683752487
HE0358-5127,3,59,38.19,-,51,18,39.8,HE0358m5127_a_2000_07_15T09_48_14_all.dat.gz,3.9939722,51.31153,2000.535519125683,20.9789044191501
HE0358-5127,3,59,38.19,-,51,18,39.8,HE0358m5127_b_2000_07_17T09_42_48_all.dat.gz,3.9939722,51.31153,2000.5409836065573,21.0537110568153
HE0358-5127,3,59,38.19,-,51,18,39.8,HE0358m5127_b_2000_07_18T09_09_32_all.dat.gz,3.9939722,51.31153,2000.5437158469945,21.082735519517858
HE0403-4129,4,5,30.09,-,41,21,9.1,HE0403m4129_a_2000_07_15T10_03_01_all.dat.gz,4.091706933333334,41.3524,2000.535519125683,23.944746387697716
HE0403-4129,4,5,30.09,-,41,21,9.1,HE0403m4129_b_2000_07_17T10_03_47_all.dat.gz,4.0916972000000005,41.35283,2000.5409836065573,23.93619521763428
HE0403-4129,4,5,30.09,-,41,21,9.1,HE0403m4129_b_2000_07_18T09_24_07_all.dat.gz,4.0916972000000005,41.35283,2000.5437158469945,23.92244739201324
HE0404-1852,4,7,11.22,-,18,44,33.5,HE0404m1852_a_2000_12_17T05_58_43_all.dat.gz,4.1197866,18.74239,2000.9590163934427,-28.131360739614948
HE0409-5154,4,11,10.32,-,51,46,51.0,HE0409m5154_a_2000_09_15T09_10_37_all.dat.gz,4.186233866666667,51.78105,2000.704918032787,12.771491837385257
HE0409-5154,4,11,10.32,-,51,46,51.0,HE0409m5154_a_2001_09_13T09_28_16_all.dat.gz,4.1862028,51.78078,2001.6986301369864,13.419892675327315
HE0409-5154,4,11,10.32,-,51,46,51.0,HE0409m5154_a_2001_12_15T06_44_16_all.dat.gz,4.1861224,51.78113,2001.9534246575342,-17.35304996799212
HE0410-1137,4,12,29.02,-,11,30,5.9,HE0410m1137_a_2002_03_01T01_25_00_all.dat.gz,4.2080766,11.50189,2002.1616438356164,-14.817299820061868
HE0410-1137,4,12,29.02,-,11,30,5.9,HE0410m1137_b_2002_03_05T00_55_59_all.dat.gz,4.208068933333333,11.50177,2002.172602739726,-12.982303515914642
HE0414-4039,4,16,2.97,-,40,32,12.4,HE0414m4039_a_2000_12_11T04_49_41_all.dat.gz,4.2675418,40.53702,2000.9426229508197,-20.87564613354305
HE0414-4039,4,16,2.97,-,40,32,12.4,HE0414m4039_b_2000_12_17T05_42_48_all.dat.gz,4.2675339333333335,40.53704,2000.9590163934427,-22.206212296817597
HE0416-1034,4,18,47.88,-,10,27,8.5,HE0416m1034_a_2000_12_17T06_13_33_all.dat.gz,4.313307533333333,10.45244,2000.9590163934427,-29.3381705116777
HE0416-1034,4,18,47.88,-,10,27,8.5,HE0416m1034_b_2001_01_15T03_03_34_all.dat.gz,4.313288866666666,10.45267,2001.0383561643835,-28.99733701268522
HE0416-3852,4,18,4.15,-,38,45,19.5,HE0416m3852_a_2000_12_11T04_32_31_all.dat.gz,4.301150000000001,38.75572,2000.9426229508197,-21.505569045072114
HE0416-3852,4,18,4.15,-,38,45,19.5,HE0416m3852_b_2000_12_17T05_27_10_all.dat.gz,4.301147599999999,38.75505,2000.9590163934427,-22.821525449518113
HE0417-3033,4,19,21.96,-,30,26,43.1,HE0417m3033_a_2001_12_28T02_22_41_all.dat.gz,4.322812466666666,30.44547,2001.9890410958903,-26.872033744739372
HE0417-3033,4,19,21.96,-,30,26,43.1,HE0417m3033_b_2002_09_15T08_16_56_all.dat.gz,4.322759733333333,30.44555,2002.704109589041,11.175879065261231
HE0418-1021,4,21,12.02,-,10,14,8.2,HE0418m1021_a_2002_09_13T09_13_48_all.dat.gz,4.3533127333333335,10.23535,2002.6986301369864,9.049557909877752
HE0418-1021,4,21,12.02,-,10,14,8.2,HE0418m1021_b_2001_12_27T04_22_26_all.dat.gz,4.353318933333333,10.23562,2001.986301369863,-30.10942147175946
HE0418-5326,4,19,24.71,-,53,19,17.1,HE0418m5326_a_2000_07_18T10_06_00_all.dat.gz,4.3235638666666665,53.3215,2000.5437158469945,20.464492481471243
HE0418-5326,4,19,24.71,-,53,19,17.1,HE0418m5326_b_2000_08_05T09_23_44_all.dat.gz,4.323566,53.32164,2000.5928961748634,20.185874927634604
HE0423-2822,4,25,20.73,-,28,15,19.1,HE0423m2822_a_2001_12_04T06_28_50_all.dat.gz,4.4223962666666665,28.2551,2001.9232876712329,-22.969578838550692
HE0423-2822,4,25,20.73,-,28,15,19.1,HE0423m2822_a_2002_09_23T06_36_23_all.dat.gz,4.422455666666666,28.25544,2002.7260273972602,7.459714934486744
HE0423-2822,4,25,20.73,-,28,15,19.1,HE0423m2822_b_2001_12_28T02_04_50_all.dat.gz,4.422407733333333,28.25503,2001.9890410958903,-27.39707430106054
HE0425-2015,4,27,39.79,-,20,9,15.4,HE0425m2015_a_2002_09_23T07_04_21_all.dat.gz,4.461068,20.1545,2002.7260273972602,6.07980435220514
HE0425-2015,4,27,39.79,-,20,9,15.4,HE0425m2015_b_2002_09_25T08_49_17_all.dat.gz,4.461019133333334,20.15462,2002.731506849315,5.125007818971327
HE0426-0455,4,29,26.24,-,4,48,45.6,HE0426m0455_a_2000_12_11T03_14_09_all.dat.gz,4.4906242,4.81285,2000.9426229508197,-29.005085732285085
HE0426-0455,4,29,26.24,-,4,48,45.6,HE0426m0455_a_2000_12_11T03_21_26_all.dat.gz,4.4906242,4.81285,2000.9426229508197,-29.005085732285085
HE0426-0455,4,29,26.24,-,4,48,45.6,HE0426m0455_b_2000_12_07T06_42_11_all.dat.gz,4.490606466666667,4.81215,2000.931693989071,-28.3055869191858
HE0426-1011,4,28,42.36,-,10,4,48.4,HE0426m1011_a_2002_03_05T01_10_26_all.dat.gz,4.478377,10.08006,2002.172602739726,-12.873277345819249
HE0426-1011,4,28,42.36,-,10,4,48.4,HE0426m1011_b_2002_09_23T07_35_52_all.dat.gz,4.478433999999999,10.07959,2002.7260273972602,4.185749586964436
HE0436-1633,4,38,47.19,-,16,27,17.4,HE0436m1633_a_2002_02_10T01_37_29_all.dat.gz,4.6464522666666666,16.45476,2002.109589041096,-23.010358212019838
HE0436-1633,4,38,47.19,-,16,27,17.4,HE0436m1633_b_2002_09_23T08_56_42_all.dat.gz,4.646443266666666,16.45461,2002.7260273972602,5.4846646876236305
HE0452-3429,4,54,5.87,-,34,25,5.7,HE0452m3429_a_2002_02_26T03_10_35_all.dat.gz,4.901624066666667,34.41776,2002.1534246575343,-18.193485358538766
HE0452-3429,4,54,5.87,-,34,25,5.7,HE0452m3429_b_2002_03_05T01_25_14_all.dat.gz,4.901620533333333,34.41778,2002.172602739726,-15.731597228045477
HE0452-3444,4,54,23.71,-,34,39,48.4,HE0452m3444_a_2001_01_15T02_44_37_all.dat.gz,4.906580533333334,34.66353,2001.0383561643835,-26.426259197131888
HE0452-3444,4,54,23.71,-,34,39,48.4,HE0452m3444_b_2000_12_13T06_27_50_all.dat.gz,4.906580533333334,34.66353,2000.948087431694,-23.272328966054705
HE0455-5315,4,56,58.41,-,53,10,26.4,HE0455m5315_a_2001_12_04T07_24_33_all.dat.gz,4.949568333333334,53.17413,2001.9232876712329,-13.826393426938779
HE0455-5315,4,56,58.41,-,53,10,26.4,HE0455m5315_a_2002_02_26T02_54_41_all.dat.gz,4.9495754,53.17408,2002.1534246575343,-17.504213855049453
HE0455-5315,4,56,58.41,-,53,10,26.4,HE0455m5315_b_2002_09_15T08_45_31_all.dat.gz,4.949581666666666,53.17402,2002.704109589041,13.183216294420937
HE0456-2347,4,58,51.51,-,23,42,55.6,HE0456m2347_a_2002_02_10T01_04_31_all.dat.gz,4.980950000000001,23.71526,2002.109589041096,-23.29133349613478
HE0456-2347,4,58,51.51,-,23,42,55.6,HE0456m2347_b_2002_02_26T03_42_46_all.dat.gz,4.980963666666667,23.71536,2002.1534246575343,-17.754599334324315
HE0507-1855,5,9,20.47,-,18,51,17.5,HE0507m1855_a_2000_09_15T08_31_30_all.dat.gz,5.155685866666667,18.85536,2000.704918032787,9.685554859714799
HE0507-1855,5,9,20.47,-,18,51,17.5,HE0507m1855_b_2000_09_17T08_17_23_all.dat.gz,5.1556834,18.85468,2000.7103825136612,8.763194656697083
HE0508-2343,5,10,39.45,-,23,40,10.0,HE0508m2343_a_2001_04_07T00_23_10_all.dat.gz,5.177619466666667,23.66947,2001.2630136986302,0.55862174966327
HE0508-2343,5,10,39.45,-,23,40,10.0,HE0508m2343_b_2001_04_09T00_48_52_all.dat.gz,5.177619466666667,23.66947,2001.268493150685,1.5203999577179654
HE0516-1804,5,19,4.28,-,18,1,29.8,HE0516m1804_a_2000_12_06T07_22_14_all.dat.gz,5.3178564,18.02498,2000.9289617486338,-25.953725864257667
HE0516-1804,5,19,4.28,-,18,1,29.8,HE0516m1804_b_2000_12_07T08_15_01_all.dat.gz,5.317843066666667,18.02446,2000.931693989071,-26.193741548724855
HE0532-5605,5,33,6.78,-,56,3,53.4,HE0532m5605_a_2000_09_15T08_16_55_all.dat.gz,5.551891400000001,56.06532,2000.704918032787,13.291326843983398
HE0532-5605,5,33,6.78,-,56,3,53.4,HE0532m5605_b_2000_09_16T09_26_55_all.dat.gz,5.5519054,56.06521,2000.707650273224,13.03649686795658
HE1012-0049,10,15,11.71,-,1,4,16.2,HE1012m0049_a_2000_04_21T02_53_07_all.dat.gz,10.253270133333332,1.0713,2000.3032786885246,10.009120496372542
HE1012-0049,10,15,11.71,-,1,4,16.2,HE1012m0049_b_2000_05_16T23_34_37_all.dat.gz,10.253263866666666,1.07142,2000.3715846994535,20.56667108678594
HE1106-0942,11,9,8.18,-,9,58,47.6,HE1106m0942_a_2000_07_13T23_11_13_all.dat.gz,11.152284333333334,9.98018,2000.5300546448088,29.16916402046523
HE1106-0942,11,9,8.18,-,9,58,47.6,HE1106m0942_b_2000_07_17T23_50_25_all.dat.gz,11.152283333333333,9.98017,2000.5409836065573,28.893499105776574
HE1117-0222,11,19,34.60,-,2,39,3.2,HE1117m0222_a_2000_04_22T01_22_25_all.dat.gz,11.326299733333334,2.65022,2000.3060109289618,9.709572475067242
HE1117-0222,11,19,34.60,-,2,39,3.2,HE1117m0222_b_2000_05_17T01_54_06_all.dat.gz,11.3262836,2.65035,2000.3743169398906,20.34538109191431
