Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,FileName,ra,de,decimal_date,helio_corr
WD1507-105,15,10,29.04,-,10,45,19.4,WD1507m105_a_2000_06_01T05_47_58_all.dat.gz,15.174737333333333,10.75473,2000.4153005464482,23.041581091251587
WD1507-105,15,10,29.04,-,10,45,19.4,WD1507m105_b_2000_06_06T05_04_40_all.dat.gz,15.174739866666666,10.75474,2000.4289617486338,24.500876100544712
WD1507+021,15,9,56.94,+,1,56,8.6,WD1507p021_a_2002_06_18T01_25_27_all.dat.gz,15.165847066666666,1.93589,2002.4602739726026,27.743364891737148
WD1507+220,15,9,39.99,+,21,50,15.8,WD1507p220_a_2002_04_23T06_51_11_all.dat.gz,15.1610944,21.83766,2002.3068493150686,4.323984036150313
WD1507+220,15,9,39.99,+,21,50,15.8,WD1507p220_b_2003_05_12T02_12_02_all.dat.gz,15.1610816,21.83766,2003.358904109589,13.025151997454584
WD1507+220,15,9,39.99,+,21,50,15.8,WD1507p220_b_2003_06_09T00_57_20_all.dat.gz,15.161094666666665,21.83792,2003.4356164383562,23.203438114590945
WD1511+009,15,14,21.27,+,0,47,52.8,WD1511p009_a_2001_02_07T08_11_45_all.dat.gz,15.239252800000001,0.79786,2001.1013698630136,-25.412948469920124
WD1511+009,15,14,21.27,+,0,47,52.8,WD1511p009_b_2001_02_10T08_26_47_all.dat.gz,15.239252800000001,0.79786,2001.109589041096,-24.519717911078178
WD1515-164,15,18,35.09,-,16,37,28.1,WD1515m164_a_2000_06_08T03_03_04_all.dat.gz,15.309730733333334,16.62369,2000.4344262295083,24.111394602809767
WD1515-164,15,18,35.09,-,16,37,28.1,WD1515m164_b_2000_06_11T01_57_49_all.dat.gz,15.3097802,16.62411,2000.4426229508197,24.894197463603685
WD1524-749,15,30,35.83,-,75,5,22.5,WD1524m749_a_2000_07_14T03_17_41_all.dat.gz,15.509885866666668,75.08964,2000.532786885246,11.692855738520109
WD1524-749,15,30,35.83,-,75,5,22.5,WD1524m749_b_2000_07_18T04_20_42_all.dat.gz,15.509967999999999,75.08991,2000.5437158469945,12.309751335669851
WD1524-749,15,30,35.83,-,75,5,22.5,WD1524m749_b_2000_07_30T02_07_05_all.dat.gz,15.510029733333333,75.0895,2000.5765027322404,13.839711029452218
WD1527+090,15,29,50.40,+,8,55,46.3,WD1527p090_a_2001_07_22T00_45_33_all.dat.gz,15.497336133333333,8.92961,2001.5534246575342,28.90448780399545
WD1527+090,15,29,50.40,+,8,55,46.3,WD1527p090_b_2001_08_20T00_35_34_all.dat.gz,15.497384866666666,8.92949,2001.6328767123289,22.893596240129327
WD1531-022,15,34,6.00,-,2,27,8.3,WD1531m022_a_2001_07_22T00_33_31_all.dat.gz,15.568355533333333,2.45203,2001.5534246575342,28.58272836466481
WD1531-022,15,34,6.00,-,2,27,8.3,WD1531m022_b_2001_08_16T01_59_31_all.dat.gz,15.568355533333333,2.45203,2001.6219178082192,23.31341685406691
WD1531+184,15,33,49.31,+,18,18,55.2,WD1531p184_a_2002_06_18T01_44_31_all.dat.gz,15.563700933333333,18.31542,2002.4602739726026,26.077703827627168
WD1532+033,15,35,9.86,+,3,11,15.4,WD1532p033_a_2001_06_29T00_41_40_all.dat.gz,15.5861,3.18719,2001.490410958904,29.01443324914078
WD1532+033,15,35,9.86,+,3,11,15.4,WD1532p033_b_2001_07_26T00_04_33_all.dat.gz,15.586110466666666,3.18722,2001.5643835616438,28.11983733501467
WD1537-152,15,40,23.67,-,15,23,41.2,WD1537m152_a_2000_07_02T02_51_48_all.dat.gz,15.673281266666667,15.39421,2000.5,28.671026960622314
WD1537-152,15,40,23.67,-,15,23,41.2,WD1537m152_b_2000_07_06T03_30_49_all.dat.gz,15.673215800000001,15.39472,2000.5109289617487,28.966542731170424
WD1539-035,15,42,14.21,-,3,41,31.3,WD1539m035_a_2001_08_15T01_26_10_all.dat.gz,15.703930533333333,3.69206,2001.6191780821919,23.823439843638166
WD1539-035,15,42,14.21,-,3,41,31.3,WD1539m035_b_2001_08_20T00_46_33_all.dat.gz,15.703934266666666,3.69255,2001.6328767123289,22.274715499752315
WD1543-366,15,46,58.27,-,36,46,42.6,WD1543m366_a_2000_07_06T04_13_17_all.dat.gz,15.782822666666668,36.77858,2000.5109289617487,25.148444205582226
WD1543-366,15,46,58.27,-,36,46,42.6,WD1543m366_b_2000_07_14T03_41_45_all.dat.gz,15.782840733333334,36.77854,2000.532786885246,25.877655724908834
WD1544-377,15,47,30.02,-,37,55,8.5,WD1544m377_a_2000_07_14T03_55_56_all.dat.gz,15.791675533333335,37.91958,2000.532786885246,25.596196480335138
WD1544-377,15,47,30.02,-,37,55,8.5,WD1544m377_b_2003_05_12T06_43_07_all.dat.gz,15.791654533333334,37.91985,2003.358904109589,8.62449847221639
WD1547+015,15,49,44.96,+,1,25,54.8,WD1547p015_a_2001_07_26T00_18_40_all.dat.gz,15.829134666666667,1.43219,2001.5643835616438,27.988502365440795
WD1547+015,15,49,44.96,+,1,25,54.8,WD1547p015_b_2001_06_29T00_57_15_all.dat.gz,15.8291472,1.43197,2001.490410958904,28.983996291090747
WD1547+057,15,49,34.79,+,5,35,17.1,WD1547p057_a_2001_06_28T01_34_50_all.dat.gz,15.826369466666668,5.58775,2001.4876712328767,28.87314024540076
WD1547+057,15,49,34.79,+,5,35,17.1,WD1547p057_b_2001_06_29T01_16_11_all.dat.gz,15.826369466666668,5.58775,2001.490410958904,28.96209025665217
WD1548+149,15,51,15.42,+,14,46,59.3,WD1548p149_a_2001_03_11T06_23_19_all.dat.gz,15.854311133333333,14.78286,2001.1890410958904,-15.563531875741152
WD1548+149,15,51,15.42,+,14,46,59.3,WD1548p149_b_2001_05_04T03_22_28_all.dat.gz,15.8542204,14.78369,2001.33698630137,10.925130527166438
WD1550+183,15,52,26.38,+,18,10,18.7,WD1550p183_a_2002_04_23T08_43_13_all.dat.gz,15.873972733333334,18.17283,2002.3068493150686,4.800465403229679
WD1550+183,15,52,26.38,+,18,10,18.7,WD1550p183_b_2003_08_11T01_03_06_all.dat.gz,15.873982000000002,18.17281,2003.6082191780822,26.0738653051644
WD1555-089,15,58,4.82,-,9,8,7.9,WD1555m089_a_2000_07_15T03_52_25_all.dat.gz,15.9680024,9.13483,2000.535519125683,29.34324001724624
WD1555-089,15,58,4.82,-,9,8,7.9,WD1555m089_b_2000_07_18T04_09_55_all.dat.gz,15.968008333333334,9.13525,2000.5437158469945,29.20587975791525
WD1609+044,16,11,49.07,+,4,19,37.9,WD1609p044_a_2001_06_29T01_31_09_all.dat.gz,16.196975,4.32722,2001.490410958904,28.951664653898845
WD1609+044,16,11,49.07,+,4,19,37.9,WD1609p044_b_2001_07_27T00_21_43_all.dat.gz,16.1970318,4.32708,2001.5671232876712,28.145756069292446
WD1609+135,16,11,25.61,+,13,22,17.9,WD1609p135_a_2000_06_06T06_01_01_all.dat.gz,16.190495000000002,13.37211,2000.4289617486338,23.870243289958516
WD1609+135,16,11,25.61,+,13,22,17.9,WD1609p135_b_2000_06_10T05_22_41_all.dat.gz,16.190492066666668,13.37215,2000.4398907103825,24.952801787742153
WD1614-128,16,17,28.01,-,12,57,45.1,WD1614m128_a_2000_06_06T06_16_47_all.dat.gz,16.291170466666667,12.96076,2000.4289617486338,23.906824821797816
WD1614-128,16,17,28.01,-,12,57,45.1,WD1614m128_b_2000_06_08T02_21_04_all.dat.gz,16.291169066666665,12.96047,2000.4344262295083,24.462528598275
WD1614+136,16,16,52.30,+,13,34,20.9,WD1614p136_a_2001_07_26T02_05_57_all.dat.gz,16.281262866666665,13.57309,2001.5643835616438,28.622348506290468
WD1614+136,16,16,52.30,+,13,34,20.9,WD1614p136_b_2001_07_27T00_37_31_all.dat.gz,16.28118746666667,13.57287,2001.5671232876712,28.510742926389252
WD1614+160,16,17,8.75,+,15,54,38.5,WD1614p160_a_2002_06_18T02_28_34_all.dat.gz,16.285746,15.91058,2002.4602739726026,26.32766629840262
WD1614+160,16,17,8.75,+,15,54,38.5,WD1614p160_b_2003_08_11T01_12_26_all.dat.gz,16.285732666666668,15.91053,2003.6082191780822,26.123024038465942
WD1615-154,16,17,55.24,-,15,35,52.2,WD1615m154_a_2000_06_06T06_26_14_all.dat.gz,16.2987146,15.59744,2000.4289617486338,23.485398422707775
WD1615-154,16,17,55.24,-,15,35,52.2,WD1615m154_b_2000_06_08T02_11_10_all.dat.gz,16.298685133333333,15.59759,2000.4344262295083,24.052924282651123
WD1619+123,16,22,3.86,+,12,13,33.5,WD1619p123_a_2002_08_04T02_44_34_all.dat.gz,16.367760733333334,12.2261,2002.5890410958905,27.384218937493493
WD1619+123,16,22,3.86,+,12,13,33.5,WD1619p123_b_2003_07_19T03_55_58_all.dat.gz,16.367730666666667,12.22641,2003.545205479452,29.208194940058664
WD1620-391,16,23,33.84,-,39,13,46.2,WD1620m391_a_2002_04_22T04_53_28_all.dat.gz,16.392695333333332,39.22916,2002.304109589041,-0.5045186541509095
WD1620-391,16,23,33.84,-,39,13,46.2,WD1620m391_b_2003_05_12T07_02_53_all.dat.gz,16.3926746,39.22923,2003.358904109589,8.061839719100563
WD1625+093,16,27,53.49,+,9,12,16.0,WD1625p093_a_2000_06_10T05_37_54_all.dat.gz,16.464880533333332,9.20411,2000.4398907103825,25.420014894358633
WD1625+093,16,27,53.49,+,9,12,16.0,WD1625p093_b_2000_07_05T04_09_46_all.dat.gz,16.464815533333333,9.20428,2000.5081967213114,29.263779070964215
WD1636+057,16,38,54.47,+,5,40,41.6,WD1636p057_a_2000_06_10T05_55_20_all.dat.gz,16.648480533333334,5.67781,2000.4398907103825,25.720139029868392
WD1636+057,16,38,54.47,+,5,40,41.6,WD1636p057_b_2000_07_06T03_44_20_all.dat.gz,16.648525066666668,5.6786,2000.5109289617487,29.36153987080739
WD1640+113,16,42,54.68,+,11,16,41.6,WD1640p113_a_2001_07_18T00_55_06_all.dat.gz,16.715210133333333,11.27815,2001.5424657534247,29.282075373004673
WD1640+113,16,42,54.68,+,11,16,41.6,WD1640p113_b_2001_07_26T00_42_44_all.dat.gz,16.715211266666667,11.27823,2001.5643835616438,28.662866449742076
WD1655+215,16,57,9.86,+,21,26,48.7,WD1655p215_a_2002_09_04T00_51_20_all.dat.gz,16.952703333333332,21.44754,2002.6739726027397,19.545466964200248
WD1655+215,16,57,9.86,+,21,26,48.7,WD1655p215_b_2002_09_23T23_45_56_all.dat.gz,16.952699733333333,21.44754,2002.7260273972602,11.756006286733399
WD1716+020,17,18,35.16,+,1,56,53.2,WD1716p020_a_2002_04_23T09_03_23_all.dat.gz,17.309743066666666,1.94771,2002.3068493150686,7.323656267609106
WD1716+020,17,18,35.16,+,1,56,53.2,WD1716p020_b_2003_06_25T05_04_49_all.dat.gz,17.3097264,1.94844,2003.4794520547946,28.37538082848843
WD1733-544,17,37,0.72,-,54,25,56.6,WD1733m544_a_2000_07_05T04_37_22_all.dat.gz,17.616786333333334,54.43205,2000.5081967213114,19.13905127657777
WD1733-544,17,37,0.72,-,54,25,56.6,WD1733m544_b_2000_07_06T03_59_06_all.dat.gz,17.616792266666668,54.43263,2000.5109289617487,19.310091258354024
WD1736+052,17,38,41.66,+,5,16,7.7,WD1736p052_a_2000_05_24T09_40_31_all.dat.gz,17.6448906,5.26902,2000.3934426229507,20.31108372472901
WD1736+052,17,38,41.66,+,5,16,7.7,WD1736p052_b_2000_06_01T07_01_24_all.dat.gz,17.64494973333333,5.26887,2000.4153005464482,23.011598965473663
WD1736+052,17,38,41.66,+,5,16,7.7,WD1736p052_b_2000_07_05T04_22_56_all.dat.gz,17.644881866666665,5.26885,2000.5081967213114,29.275574680957
WD1755+194,17,57,38.93,+,19,24,17.6,WD1755p194_a_2002_06_18T03_26_59_all.dat.gz,17.96076533333333,19.405,2002.4602739726026,25.47995524798844
WD1755+194,17,57,38.93,+,19,24,17.6,WD1755p194_b_2002_09_19T00_21_28_all.dat.gz,17.96076886666667,19.40481,2002.7150684931507,13.678107532889406
WD1755+194,17,57,38.93,+,19,24,17.6,WD1755p194_b_2003_03_22T09_22_10_all.dat.gz,17.960817733333332,19.40503,2003.2191780821918,-12.324733777175553
WD1802+213,18,4,23.48,+,21,21,2.8,WD1802p213_a_2002_07_10T05_04_41_all.dat.gz,18.073126466666668,21.3509,2002.5205479452054,28.491295105572952
WD1802+213,18,4,23.48,+,21,21,2.8,WD1802p213_b_2002_07_27T05_00_06_all.dat.gz,18.0732028,21.35069,2002.5671232876712,28.449296605579416
WD1821-131,18,24,4.55,-,13,8,42.3,WD1821m131_a_2000_06_01T07_21_50_all.dat.gz,18.401221666666668,13.14509,2000.4153005464482,21.7351293088956
WD1821-131,18,24,4.55,-,13,8,42.3,WD1821m131_b_2000_06_04T06_18_06_all.dat.gz,18.40127246666667,13.14485,2000.4234972677596,22.711295423559164
WD1824+040,18,27,13.09,+,4,3,46.8,WD1824p040_a_2000_05_17T05_03_42_all.dat.gz,18.453616399999998,4.06248,2000.3743169398906,17.511268935348863
WD1824+040,18,27,13.09,+,4,3,46.8,WD1824p040_b_2000_05_18T09_18_17_all.dat.gz,18.45365,4.06275,2000.377049180328,17.90693016102418
WD1824+040,18,27,13.09,+,4,3,46.8,WD1824p040_c_2001_05_04T08_18_50_all.dat.gz,18.4536472,4.06275,2001.33698630137,11.789279837199334
WD1824+040,18,27,13.09,+,4,3,46.8,WD1824p040_d_2001_06_18T05_15_33_all.dat.gz,18.453577466666665,4.06277,2001.4602739726026,27.11007168221204
WD1824+040,18,27,13.09,+,4,3,46.8,WD1824p040_e_2001_07_26T01_37_09_all.dat.gz,18.453643733333333,4.06236,2001.5643835616438,28.524522088259328
WD1824+040,18,27,13.09,+,4,3,46.8,WD1824p040_f_2001_07_27T02_04_48_all.dat.gz,18.453631066666667,4.06254,2001.5671232876712,28.399019603472944
WD1824+040,18,27,13.09,+,4,3,46.8,WD1824p040_g_2001_08_18T00_14_29_all.dat.gz,18.4536472,4.06275,2001.627397260274,23.747975656952175
WD1826-045,18,29,9.86,-,4,29,35.5,WD1826m045_a_2002_04_23T09_12_21_all.dat.gz,18.486105333333334,4.49357,2002.3068493150686,6.307680182525338
WD1827-106,18,30,39.43,-,10,36,59.9,WD1827m106_a_2002_04_23T09_32_45_all.dat.gz,18.510944066666664,10.61678,2002.3068493150686,5.135541977094176
WD1827-106,18,30,39.43,-,10,36,59.9,WD1827m106_b_2003_06_25T05_14_51_all.dat.gz,18.510913000000002,10.61685,2003.4794520547946,27.824654729562507
WD1834-781,18,42,25.24,-,78,5,5.2,WD1834m781_a_2000_07_06T04_36_52_all.dat.gz,18.70672953333333,78.08472,2000.5109289617487,8.824642592494703
WD1834-781,18,42,25.24,-,78,5,5.2,WD1834m781_b_2000_07_13T05_04_46_all.dat.gz,18.706939066666667,78.08473,2000.5300546448088,10.111824861397885
WD1840+042,18,43,25.72,+,4,20,22.8,WD1840p042_a_2002_04_23T09_21_04_all.dat.gz,18.723864933333335,4.3411,2002.3068493150686,6.223653308403142
WD1840+042,18,43,25.72,+,4,20,22.8,WD1840p042_b_2003_06_25T05_30_21_all.dat.gz,18.723845666666666,4.34066,2003.4794520547946,28.132683463236447
WD1844-223,18,47,56.52,-,22,19,37.8,WD1844m223_a_2001_03_13T09_06_05_all.dat.gz,18.7990472,22.32719,2001.194520547945,-16.803608719841115
WD1844-223,18,47,56.52,-,22,19,37.8,WD1844m223_b_2001_05_04T08_09_22_all.dat.gz,18.7990472,22.32719,2001.33698630137,8.08171396664065
WD1845+019,18,47,39.03,+,1,57,35.4,WD1845p019_a_2001_05_04T08_28_14_all.dat.gz,18.794191666666666,1.95931,2001.33698630137,11.97769681154023
WD1845+019,18,47,39.03,+,1,57,35.4,WD1845p019_b_2001_06_05T07_26_40_all.dat.gz,18.79419426666667,1.95998,2001.4246575342465,24.056902697782785
WD1857+119,18,59,49.20,+,11,58,40.3,WD1857p119_a_2000_05_17T05_16_51_all.dat.gz,18.997020733333333,11.97794,2000.3743169398906,16.053065405747606
WD1857+119,18,59,49.20,+,11,58,40.3,WD1857p119_a_2000_05_26T09_12_01_all.dat.gz,18.997019466666664,11.97772,2000.3989071038252,19.6036174100225
WD1857+119,18,59,49.20,+,11,58,40.3,WD1857p119_b_2000_05_18T09_27_34_all.dat.gz,18.997026133333335,11.97808,2000.377049180328,16.466585351294704
WD1911+135,19,13,38.68,+,13,36,27.4,WD1911p135_a_2000_05_17T05_29_58_all.dat.gz,19.227467333333333,13.60811,2000.3743169398906,15.669180369398864
WD1911+135,19,13,38.68,+,13,36,27.4,WD1911p135_b_2000_05_18T09_42_25_all.dat.gz,19.227389733333332,13.60789,2000.377049180328,16.086020681409785
WD1914-598,19,18,44.83,-,59,46,33.9,WD1914m598_a_2001_05_04T08_53_48_all.dat.gz,19.312458333333332,59.77597,2001.33698630137,-1.384925134473409
WD1914-598,19,18,44.83,-,59,46,33.9,WD1914m598_b_2001_06_05T07_52_51_all.dat.gz,19.31250933333333,59.77595,2001.4246575342465,9.307598362745969
WD1914+094,19,16,50.44,+,9,34,47.3,WD1914p094_a_2000_05_25T09_50_39_all.dat.gz,19.280702799999997,9.57958,2000.396174863388,19.50672078351241
WD1914+094,19,16,50.44,+,9,34,47.3,WD1914p094_b_2000_05_26T09_26_06_all.dat.gz,19.280702799999997,9.57958,2000.3989071038252,19.8783452583298
WD1914+094,19,16,50.44,+,9,34,47.3,WD1914p094_c_2001_05_04T08_38_10_all.dat.gz,19.280702799999997,9.57958,2001.33698630137,10.459173500481661
WD1914+094,19,16,50.44,+,9,34,47.3,WD1914p094_d_2001_06_05T07_36_27_all.dat.gz,19.280661066666667,9.58033,2001.4246575342465,23.16775822348022
WD1918+110,19,20,35.20,+,11,10,44.3,WD1918p110_a_2000_05_23T09_38_12_all.dat.gz,19.3431258,11.17963,2000.3907103825136,18.471795752022462
WD1918+110,19,20,35.20,+,11,10,44.3,WD1918p110_b_2000_05_24T08_57_55_all.dat.gz,19.343135866666668,11.17969,2000.3934426229507,18.85713306413691
WD1919+145,19,21,40.42,+,14,40,41.4,WD1919p145_a_2002_06_01T09_53_45_all.dat.gz,19.3612198,14.67779,2002.4136986301369,20.999571305906453
WD1919+145,19,21,40.42,+,14,40,41.4,WD1919p145_b_2003_05_06T09_34_48_all.dat.gz,19.36125206666667,14.67806,2003.3424657534247,10.15858819370538
WD1932-136,19,35,41.94,-,13,30,7.0,WD1932m136_a_2000_05_23T09_52_28_all.dat.gz,19.594981866666668,13.50219,2000.3907103825136,17.988152496688922
WD1932-136,19,35,41.94,-,13,30,7.0,WD1932m136_b_2000_05_24T09_11_53_all.dat.gz,19.594985,13.50224,2000.3934426229507,18.378635346801023
WD1943+163,19,45,31.76,+,16,27,38.8,WD1943p163_a_2002_07_10T05_35_16_all.dat.gz,19.758836799999997,16.46098,2002.5205479452054,28.964897260307986
WD1943+163,19,45,31.76,+,16,27,38.8,WD1943p163_b_2002_07_27T05_28_51_all.dat.gz,19.7588106,16.46116,2002.5671232876712,28.86633446512226
WD1948-389,19,52,19.68,-,38,46,14.0,WD1948m389_a_2001_05_04T09_16_13_all.dat.gz,19.872136133333335,38.77044,2001.33698630137,3.7984747019995244
WD1948-389,19,52,19.68,-,38,46,14.0,WD1948m389_b_2001_06_05T08_30_19_all.dat.gz,19.8721078,38.77018,2001.4246575342465,16.586341742005057
WD1950-432,19,53,47.76,-,43,7,13.9,WD1950m432_a_2001_05_04T09_27_28_all.dat.gz,19.896538733333333,43.12015,2001.33698630137,2.7094344287391734
WD1950-432,19,53,47.76,-,43,7,13.9,WD1950m432_b_2001_06_05T08_39_56_all.dat.gz,19.896542266666664,43.1204,2001.4246575342465,15.208747796968995
WD1952-206,19,55,46.99,-,20,31,3.3,WD1952m206_a_2000_07_06T05_09_29_all.dat.gz,19.929684599999998,20.51715,2000.5109289617487,28.212945551190973
WD1952-206,19,55,46.99,-,20,31,3.3,WD1952m206_b_2000_07_13T04_43_44_all.dat.gz,19.929743533333333,20.51801,2000.5300546448088,28.746938534889548
WD1952-584,19,56,13.02,-,58,20,49.0,WD1952m584_a_2001_08_16T23_49_36_all.dat.gz,19.936941666666666,58.34694,2001.6219178082192,20.68005254673671
WD1952-584,19,56,13.02,-,58,20,49.0,WD1952m584_b_2001_08_19T01_38_32_all.dat.gz,19.936941666666666,58.34694,2001.6301369863013,20.521296425302403
WD1953-011,19,56,29.23,-,1,2,32.7,WD1953m011_a_2000_05_17T05_58_21_all.dat.gz,19.941447200000002,1.04228,2000.3743169398906,17.311566996848622
WD1953-011,19,56,29.23,-,1,2,32.7,WD1953m011_b_2000_05_18T10_00_07_all.dat.gz,19.941428733333332,1.04234,2000.377049180328,17.70639271524511
WD1953-715,19,58,38.65,-,71,23,43.5,WD1953m715_a_2002_04_23T07_44_27_all.dat.gz,19.977430066666667,71.39464,2002.3068493150686,-7.4488992757072054
WD1953-715,19,58,38.65,-,71,23,43.5,WD1953m715_b_2002_04_24T06_41_39_all.dat.gz,19.977261866666666,71.39593,2002.309589041096,-7.188801025077023
WD1959+059,20,2,12.83,+,6,7,36.7,WD1959p059_a_2000_06_10T08_40_23_all.dat.gz,20.0369222,6.1265,2000.4398907103825,24.840652748835048
WD1959+059,20,2,12.83,+,6,7,36.7,WD1959p059_b_2000_07_06T05_18_04_all.dat.gz,20.036888533333336,6.12693,2000.5109289617487,29.182006699881995
WD2004-605,20,9,5.60,-,60,25,42.5,WD2004m605_a_2000_07_13T05_30_03_all.dat.gz,20.151518533333334,60.42851,2000.5300546448088,18.01478609233791
WD2004-605,20,9,5.60,-,60,25,42.5,WD2004m605_b_2000_07_18T04_58_34_all.dat.gz,20.151619466666666,60.42886,2000.5437158469945,18.714489087379686
WD2007-219,20,10,17.52,-,21,46,45.8,WD2007m219_a_2000_07_13T04_53_20_all.dat.gz,20.1715144,21.7791,2000.5300546448088,28.598923485232955
WD2007-219,20,10,17.52,-,21,46,45.8,WD2007m219_b_2000_08_05T06_40_56_all.dat.gz,20.171572,21.7798,2000.5928961748634,27.76082617030047
WD2007-303,20,10,56.85,-,30,13,6.6,WD2007m303_a_2002_04_23T07_25_56_all.dat.gz,20.1824142,30.2186,2002.3068493150686,0.41110694511864193
WD2007-303,20,10,56.85,-,30,13,6.6,WD2007m303_b_2003_05_06T09_46_24_all.dat.gz,20.182441666666666,30.21851,2003.3424657534247,6.42689031873829
WD2014-575,20,18,54.69,-,57,21,32.8,WD2014m575_a_2000_07_13T05_39_13_all.dat.gz,20.315135466666668,57.35961,2000.5300546448088,19.233267261007217
WD2014-575,20,18,54.69,-,57,21,32.8,WD2014m575_b_2000_07_18T05_15_10_all.dat.gz,20.315210133333334,57.3594,2000.5437158469945,19.90400078638828
WD2018-233,20,21,28.75,-,23,8,30.7,WD2018m233_a_2001_05_04T09_37_43_all.dat.gz,20.357975,23.14178,2001.33698630137,7.257572341859814
WD2018-233,20,21,28.75,-,23,8,30.7,WD2018m233_b_2001_07_27T02_31_17_all.dat.gz,20.358014333333333,23.14185,2001.5671232876712,28.522042500363998
WD2020-425,20,23,59.51,-,42,24,25.8,WD2020m425_a_2000_07_13T05_48_39_all.dat.gz,20.399870866666667,42.40699,2000.5300546448088,24.325885664914008
WD2020-425,20,23,59.51,-,42,24,25.8,WD2020m425_b_2000_07_18T05_24_16_all.dat.gz,20.39988053333333,42.40742,2000.5437158469945,24.815292703300543
WD2020-425,20,23,59.51,-,42,24,25.8,WD2020m425_b_2000_08_05T06_52_07_all.dat.gz,20.399872533333333,42.40765,2000.5928961748634,25.14561228155715
WD2021-128,20,24,42.89,-,12,41,49.9,WD2021m128_a_2001_05_04T10_18_36_all.dat.gz,20.4119278,12.69678,2001.33698630137,9.375673782264053
WD2021-128,20,24,42.89,-,12,41,49.9,WD2021m128_b_2001_06_05T08_19_13_all.dat.gz,20.4119582,12.69672,2001.4246575342465,22.41614121209066
WD2029+183,20,32,2.87,+,18,31,15.0,WD2029p183_a_2002_04_24T09_35_06_all.dat.gz,20.534125533333334,18.52061,2002.309589041096,3.1400188592138405
WD2029+183,20,32,2.87,+,18,31,15.0,WD2029p183_b_2002_08_05T04_50_54_all.dat.gz,20.53413373333333,18.5202,2002.5917808219178,27.992831992621973
WD2032+188,20,35,13.81,+,18,59,21.7,WD2032p188_a_2002_07_10T05_46_04_all.dat.gz,20.587206933333334,18.98987,2002.5205479452054,28.68910278763142
WD2032+188,20,35,13.81,+,18,59,21.7,WD2032p188_a_2002_09_04T01_03_02_all.dat.gz,20.587197,18.99002,2002.6739726027397,20.623654429049473
WD2032+188,20,35,13.81,+,18,59,21.7,WD2032p188_b_2002_09_10T00_11_32_all.dat.gz,20.5872062,18.98946,2002.690410958904,18.403530950884715
WD2039-202,20,42,34.75,-,20,4,35.9,WD2039m202_a_2002_04_23T07_35_02_all.dat.gz,20.709678133333334,20.0762,2002.3068493150686,2.2522018927029106
WD2039-202,20,42,34.75,-,20,4,35.9,WD2039m202_b_2003_06_22T09_33_56_all.dat.gz,20.709718666666667,20.07686,2003.4712328767123,25.71423877215904
WD2039-682,20,44,21.46,-,68,5,21.4,WD2039m682_a_2002_04_23T07_58_44_all.dat.gz,20.739330600000002,68.08972,2002.3068493150686,-7.037582960733732
WD2039-682,20,44,21.46,-,68,5,21.4,WD2039m682_b_2002_05_20T09_53_03_all.dat.gz,20.739285866666666,68.08979,2002.3808219178081,1.023554585396739
WD2046-220,20,49,46.25,-,21,54,43.4,WD2046m220_a_2001_05_04T09_47_34_all.dat.gz,20.829494466666667,21.91197,2001.33698630137,7.325704853157298
WD2046-220,20,49,46.25,-,21,54,43.4,WD2046m220_b_2001_07_27T02_40_49_all.dat.gz,20.829509066666667,21.91223,2001.5671232876712,28.664321907546178
WD2051-208,20,54,42.80,-,20,39,25.9,WD2051m208_a_2001_08_19T02_40_33_all.dat.gz,20.9118778,20.65719,2001.6301369863013,25.427100690786336
WD2051-208,20,54,42.80,-,20,39,25.9,WD2051m208_b_2001_08_21T00_42_37_all.dat.gz,20.91189006666667,20.65772,2001.6356164383562,24.939366575640236
WD2051+095,20,53,43.12,+,9,41,15.9,WD2051p095_a_2000_06_10T09_09_21_all.dat.gz,20.895305399999998,9.68811,2000.4398907103825,24.26350312650335
WD2051+095,20,53,43.12,+,9,41,15.9,WD2051p095_b_2000_07_06T05_31_41_all.dat.gz,20.8953148,9.68798,2000.5109289617487,29.04987159935513
WD2056+033,20,58,46.74,+,3,31,50.7,WD2056p033_a_2001_08_21T00_57_59_all.dat.gz,20.979638666666666,3.53122,2001.6356164383562,23.471040868675164
WD2056+033,20,58,46.74,+,3,31,50.7,WD2056p033_b_2001_08_19T02_55_39_all.dat.gz,20.9796778,3.53039,2001.6301369863013,24.058875594623625
WD2058+181,21,1,16.50,+,18,20,55.3,WD2058p181_a_2002_07_10T06_54_05_all.dat.gz,21.021227666666668,18.3482,2002.5205479452054,28.736681177394257
WD2058+181,21,1,16.50,+,18,20,55.3,WD2058p181_b_2002_09_10T00_45_40_all.dat.gz,21.021223466666665,18.34836,2002.690410958904,18.499087861178513
WD2058+181,21,1,16.50,+,18,20,55.3,WD2058p181_b_2002_09_21T02_52_18_all.dat.gz,21.021231333333333,18.34875,2002.7205479452055,13.932952652208256
WD2059+190,21,2,2.67,+,19,12,57.7,WD2059p190_a_2002_09_22T00_52_15_all.dat.gz,21.034059333333335,19.21607,2002.7232876712328,13.615910581330564
WD2059+190,21,2,2.67,+,19,12,57.7,WD2059p190_b_2002_09_23T01_15_39_all.dat.gz,21.034088933333333,19.21638,2002.7260273972602,13.172957623747786
WD2105-820,21,13,16.85,-,81,49,12.9,WD2105m820_a_2002_05_29T07_16_02_all.dat.gz,21.221410266666666,81.82039,2002.4054794520548,-1.5300781988920953
