# wdid:USNO-B1.0 1068-00000833,resolution:nan,source:/home/bergeron/SPY/HS0002+1635_an,wavelength_min: 3290.10,wavelength_max: 6641.90
wavelength,flux
3994.60,7.64382e-12
3994.70,7.59204e-12
3994.80,7.30124e-12
3994.90,7.18183e-12
3995.00,7.51705e-12
3995.10,7.58238e-12
3995.20,7.51408e-12
3995.30,7.63106e-12
3995.40,7.42963e-12
3995.50,7.64194e-12
3995.60,7.42399e-12
3995.70,7.20388e-12
3995.80,7.39224e-12
3995.90,7.59554e-12
3996.00,7.35943e-12
3996.10,7.35340e-12
3996.20,7.84917e-12
3996.30,7.18101e-12
3996.40,7.17178e-12
3996.50,7.47475e-12
3996.60,7.82464e-12
3996.70,7.89056e-12
3996.80,7.48546e-12
3996.90,7.59934e-12
3997.00,7.82034e-12
3997.10,7.58997e-12
3997.20,7.40009e-12
3997.30,7.39513e-12
3997.40,7.67533e-12
3997.50,7.44437e-12
3997.60,7.50445e-12
3997.70,7.53788e-12
3997.80,7.51693e-12
3997.90,7.22088e-12
3998.00,7.09914e-12
3998.10,7.32824e-12
3998.20,7.59202e-12
3998.30,7.47455e-12
3998.40,7.82688e-12
3998.50,8.20166e-12
3998.60,7.76047e-12
3998.70,7.81793e-12
3998.80,7.22520e-12
3998.90,7.42078e-12
3999.00,7.53424e-12
3999.10,7.50208e-12
3999.20,7.76707e-12
3999.30,7.70343e-12
3999.40,7.41997e-12
3999.50,7.37019e-12
3999.60,7.77609e-12
3999.70,7.72899e-12
3999.80,7.66480e-12
3999.90,7.86905e-12
4000.00,7.93722e-12
4000.10,8.12763e-12
4000.20,7.68341e-12
4000.30,7.36727e-12
4000.40,7.78667e-12
4000.50,7.83885e-12
4000.60,8.07681e-12
4000.70,7.81080e-12
4000.80,7.74285e-12
4000.90,7.68931e-12
4001.00,7.72387e-12
4001.10,7.70129e-12
4001.20,7.60715e-12
4001.30,7.70954e-12
4001.40,7.87762e-12
4001.50,8.04679e-12
4001.60,8.24589e-12
4001.70,7.58929e-12
4001.80,7.77877e-12
4001.90,7.55052e-12
4002.00,7.87464e-12
4002.10,7.82909e-12
4002.20,7.47471e-12
4002.30,7.33189e-12
4002.40,7.68920e-12
4002.50,7.99203e-12
4002.60,8.08168e-12
4002.70,7.89450e-12
4002.80,8.09692e-12
4002.90,7.87658e-12
4003.00,8.18485e-12
4003.10,7.66944e-12
4003.20,7.79544e-12
4003.30,7.88243e-12
4003.40,7.42253e-12
4003.50,7.57687e-12
4003.60,7.78898e-12
4003.70,7.47657e-12
4003.80,7.85446e-12
4003.90,7.62865e-12
4004.00,7.78305e-12
4004.10,7.56364e-12
4004.20,7.96620e-12
4004.30,8.00992e-12
4004.40,7.68458e-12
4004.50,7.67266e-12
4004.60,7.42163e-12
4004.70,7.67664e-12
4004.80,7.85838e-12
4004.90,7.90318e-12
4005.00,7.85489e-12
4005.10,7.74880e-12
4005.20,8.02262e-12
4005.30,7.92295e-12
4005.40,8.13901e-12
4005.50,8.29729e-12
4005.60,7.80051e-12
4005.70,7.86405e-12
4005.80,7.91262e-12
4005.90,8.01954e-12
4006.00,7.84168e-12
4006.10,8.18254e-12
4006.20,8.03894e-12
4006.30,8.13571e-12
4006.40,8.36902e-12
4006.50,7.88861e-12
4006.60,7.83386e-12
4006.70,7.99918e-12
4006.80,7.92942e-12
4006.90,7.87948e-12
4007.00,8.20550e-12
4007.10,8.16253e-12
4007.20,7.82335e-12
4007.30,7.93837e-12
4007.40,7.97465e-12
4007.50,7.71577e-12
4007.60,8.22457e-12
4007.70,8.04603e-12
4007.80,8.10162e-12
4007.90,7.62408e-12
4008.00,7.13524e-12
4008.10,8.21804e-12
4008.20,7.63379e-12
4008.30,7.89999e-12
4008.40,7.81785e-12
4008.50,7.51381e-12
4008.60,7.56296e-12
4008.70,7.78150e-12
4008.80,7.92823e-12
4008.90,8.39877e-12
4009.00,7.74835e-12
4009.10,7.87044e-12
4009.20,7.97163e-12
4009.30,7.80474e-12
4009.40,8.21694e-12
4009.50,7.74278e-12
4009.60,8.36362e-12
4009.70,8.61020e-12
4009.80,8.12741e-12
4009.90,8.18734e-12
4010.00,8.69141e-12
4010.10,8.66824e-12
4010.20,8.44606e-12
4010.30,8.00176e-12
4010.40,8.26825e-12
4010.50,7.93710e-12
4010.60,7.68962e-12
4010.70,8.32100e-12
4010.80,8.50171e-12
4010.90,7.83029e-12
4011.00,7.73730e-12
4011.10,8.03393e-12
4011.20,8.23666e-12
4011.30,8.10772e-12
4011.40,8.41461e-12
4011.50,8.17509e-12
4011.60,8.11860e-12
4011.70,8.04922e-12
4011.80,8.17417e-12
4011.90,8.26853e-12
4012.00,8.35109e-12
4012.10,8.30318e-12
4012.20,8.36159e-12
4012.30,8.39422e-12
4012.40,7.99993e-12
4012.50,8.42138e-12
4012.60,8.58238e-12
4012.70,8.02208e-12
4012.80,8.08425e-12
4012.90,8.31025e-12
4013.00,7.88361e-12
4013.10,8.00810e-12
4013.20,7.83067e-12
4013.30,8.35919e-12
4013.40,8.46276e-12
4013.50,8.36808e-12
4013.60,7.50554e-12
4013.70,8.24962e-12
4013.80,8.04797e-12
4013.90,8.42080e-12
4014.00,8.09553e-12
4014.10,7.92180e-12
4014.20,8.13988e-12
4014.30,8.71221e-12
4014.40,8.22025e-12
4014.50,8.19754e-12
4014.60,8.10279e-12
4014.70,8.32631e-12
4014.80,8.07026e-12
4014.90,8.27767e-12
4015.00,8.09580e-12
4015.10,8.09513e-12
4015.20,8.28967e-12
4015.30,7.99752e-12
4015.40,7.92209e-12
4015.50,8.15644e-12
4015.60,8.25259e-12
4015.70,8.22826e-12
4015.80,7.86073e-12
4015.90,8.20917e-12
4016.00,8.32525e-12
4016.10,8.19870e-12
4016.20,8.18350e-12
4016.30,7.85246e-12
4016.40,7.78452e-12
4016.50,7.84571e-12
4016.60,8.26047e-12
4016.70,8.28456e-12
4016.80,8.29305e-12
4016.90,8.29238e-12
4017.00,7.92894e-12
4017.10,7.83890e-12
4017.20,7.94480e-12
4017.30,8.26981e-12
4017.40,8.45488e-12
4017.50,7.98529e-12
4017.60,8.03899e-12
4017.70,8.43945e-12
4017.80,8.32033e-12
4017.90,8.17374e-12
4018.00,8.49187e-12
4018.10,8.15462e-12
4018.20,7.87551e-12
4018.30,7.99817e-12
4018.40,8.28242e-12
4018.50,8.82094e-12
4018.60,8.52619e-12
4018.70,8.18669e-12
4018.80,8.28137e-12
4018.90,7.94237e-12
4019.00,8.15073e-12
4019.10,8.11720e-12
4019.20,8.22591e-12
4019.30,7.89545e-12
4019.40,8.21487e-12
4019.50,8.19695e-12
4019.60,8.04269e-12
4019.70,8.17944e-12
4019.80,8.45636e-12
4019.90,8.14199e-12
4020.00,8.18336e-12
4020.10,8.29698e-12
4020.20,8.05749e-12
4020.30,8.39646e-12
4020.40,8.55647e-12
4020.50,8.55797e-12
4020.60,8.46781e-12
4020.70,8.13930e-12
4020.80,8.28153e-12
4020.90,8.06514e-12
4021.00,8.12703e-12
4021.10,8.29517e-12
4021.20,8.07390e-12
4021.30,8.50690e-12
4021.40,8.41832e-12
4021.50,8.28064e-12
4021.60,8.24598e-12
4021.70,8.05001e-12
4021.80,8.20418e-12
4021.90,8.43444e-12
4022.00,8.47911e-12
4022.10,8.30469e-12
4022.20,8.52744e-12
4022.30,8.50088e-12
4022.40,8.71826e-12
4022.50,8.78562e-12
4022.60,8.37315e-12
4022.70,8.46533e-12
4022.80,8.26170e-12
4022.90,8.22756e-12
4023.00,8.15779e-12
4023.10,8.13714e-12
4023.20,8.41020e-12
4023.30,8.29885e-12
4023.40,8.31060e-12
4023.50,8.48543e-12
4023.60,8.34113e-12
4023.70,8.29510e-12
4023.80,8.41487e-12
4023.90,8.53249e-12
4024.00,8.25259e-12
4024.10,8.41180e-12
4024.20,8.68447e-12
4024.30,8.23923e-12
4024.40,8.16563e-12
4024.50,8.41564e-12
4024.60,8.42848e-12
4024.70,8.47753e-12
4024.80,8.61087e-12
4024.90,8.39083e-12
4025.00,8.54850e-12
4025.10,8.42301e-12
4025.20,8.38343e-12
4025.30,8.72435e-12
4025.40,8.51345e-12
4025.50,8.23496e-12
4025.60,8.35105e-12
4025.70,8.12333e-12
4025.80,8.29998e-12
4025.90,8.58044e-12
4026.00,7.96721e-12
4026.10,8.07791e-12
4026.20,8.30325e-12
4026.30,8.40586e-12
4026.40,8.35977e-12
4026.50,8.39047e-12
4026.60,8.49689e-12
4026.70,8.33614e-12
4026.80,8.22946e-12
4026.90,8.46354e-12
4027.00,8.38228e-12
4027.10,8.27991e-12
4027.20,8.24895e-12
4027.30,8.37974e-12
4027.40,8.42344e-12
4027.50,8.49907e-12
4027.60,8.26087e-12
4027.70,8.49829e-12
4027.80,8.61614e-12
4027.90,8.49155e-12
4028.00,8.20839e-12
4028.10,8.32895e-12
4028.20,9.45409e-12
4028.30,1.01734e-11
4028.40,8.76919e-12
4028.50,8.54659e-12
4028.60,8.46473e-12
4028.70,8.48464e-12
4028.80,8.88842e-12
4028.90,8.42214e-12
4029.00,8.74581e-12
4029.10,8.51719e-12
4029.20,8.75047e-12
4029.30,8.33933e-12
4029.40,8.29371e-12
4029.50,8.09968e-12
4029.60,8.12067e-12
4029.70,8.29602e-12
4029.80,8.21464e-12
4029.90,8.42957e-12
4030.00,8.38773e-12
4030.10,8.50354e-12
4030.20,8.44220e-12
4030.30,8.29687e-12
4030.40,8.42299e-12
4030.50,8.31395e-12
4030.60,8.41245e-12
4030.70,8.42045e-12
4030.80,8.46260e-12
4030.90,8.31939e-12
4031.00,8.56371e-12
4031.10,8.96415e-12
4031.20,8.05285e-12
4031.30,8.88536e-12
4031.40,8.81858e-12
4031.50,8.46933e-12
4031.60,8.43126e-12
4031.70,8.46800e-12
4031.80,8.54542e-12
4031.90,7.91738e-12
4032.00,8.48608e-12
4032.10,8.32489e-12
4032.20,8.70548e-12
4032.30,8.64516e-12
4032.40,7.99907e-12
4032.50,8.50662e-12
4032.60,8.42025e-12
4032.70,8.47654e-12
4032.80,8.70861e-12
4032.90,8.54737e-12
4033.00,8.21847e-12
4033.10,8.79563e-12
4033.20,8.59205e-12
4033.30,8.21155e-12
4033.40,8.37041e-12
4033.50,8.33284e-12
4033.60,8.80921e-12
4033.70,8.73312e-12
4033.80,8.34765e-12
4033.90,8.49896e-12
4034.00,8.33654e-12
4034.10,8.59100e-12
4034.20,8.41445e-12
4034.30,8.50065e-12
4034.40,7.92340e-12
4034.50,8.54384e-12
4034.60,8.09576e-12
4034.70,8.56803e-12
4034.80,8.24807e-12
4034.90,8.56834e-12
4035.00,8.99183e-12
4035.10,8.64794e-12
4035.20,8.55767e-12
4035.30,8.35712e-12
4035.40,8.37166e-12
4035.50,8.34926e-12
4035.60,8.11934e-12
4035.70,8.15777e-12
4035.80,8.58792e-12
4035.90,8.57694e-12
4036.00,8.29916e-12
4036.10,8.21481e-12
4036.20,8.48366e-12
4036.30,8.11183e-12
4036.40,8.80840e-12
4036.50,8.77895e-12
4036.60,8.48480e-12
4036.70,8.83471e-12
4036.80,8.31767e-12
4036.90,8.18599e-12
4037.00,8.26414e-12
4037.10,8.78590e-12
4037.20,8.79178e-12
4037.30,8.28657e-12
4037.40,8.22717e-12
4037.50,8.33089e-12
4037.60,8.36339e-12
4037.70,8.37305e-12
4037.80,8.39956e-12
4037.90,8.41793e-12
4038.00,8.36069e-12
4038.10,8.75871e-12
4038.20,8.57692e-12
4038.30,8.32277e-12
4038.40,8.49345e-12
4038.50,8.16691e-12
4038.60,8.74021e-12
4038.70,8.59918e-12
4038.80,8.46358e-12
4038.90,8.63757e-12
4039.00,8.08513e-12
4039.10,8.40933e-12
4039.20,8.66770e-12
4039.30,8.54241e-12
4039.40,8.42418e-12
4039.50,8.57809e-12
4039.60,8.58287e-12
4039.70,8.27247e-12
4039.80,8.17272e-12
4039.90,8.37019e-12
4040.00,8.25138e-12
4040.10,8.69879e-12
4040.20,8.33060e-12
4040.30,8.14425e-12
4040.40,8.48716e-12
4040.50,8.35362e-12
4040.60,8.36221e-12
4040.70,8.11972e-12
4040.80,8.66095e-12
4040.90,8.45168e-12
4041.00,8.23586e-12
4041.10,8.44489e-12
4041.20,8.37231e-12
4041.30,8.61951e-12
4041.40,8.55129e-12
4041.50,8.70155e-12
4041.60,8.43936e-12
4041.70,8.69042e-12
4041.80,8.30396e-12
4041.90,8.40955e-12
4042.00,8.58653e-12
4042.10,8.47632e-12
4042.20,8.52906e-12
4042.30,8.41503e-12
4042.40,8.53481e-12
4042.50,8.19945e-12
4042.60,8.40755e-12
4042.70,8.28476e-12
4042.80,8.51524e-12
4042.90,8.68032e-12
4043.00,8.36069e-12
4043.10,8.64083e-12
4043.20,8.90299e-12
4043.30,8.81564e-12
4043.40,8.55921e-12
4043.50,8.12116e-12
4043.60,8.52570e-12
4043.70,8.21578e-12
4043.80,8.42127e-12
4043.90,8.05840e-12
4044.00,8.19136e-12
4044.10,7.81261e-12
4044.20,8.44694e-12
4044.30,8.13747e-12
4044.40,8.76260e-12
4044.50,8.68173e-12
4044.60,8.58940e-12
4044.70,8.79009e-12
4044.80,8.72995e-12
4044.90,9.40657e-12
4045.00,8.37388e-12
4045.10,8.74326e-12
4045.20,8.53955e-12
4045.30,8.51704e-12
4045.40,8.49454e-12
4045.50,8.24384e-12
4045.60,8.59747e-12
4045.70,8.53674e-12
4045.80,8.62234e-12
4045.90,7.88291e-12
4046.00,8.21256e-12
4046.10,7.97543e-12
4046.20,8.85832e-12
4046.30,8.55894e-12
4046.40,7.94439e-12
4046.50,8.26594e-12
4046.60,8.41000e-12
4046.70,8.55735e-12
4046.80,8.38242e-12
4046.90,8.50958e-12
4047.00,8.33518e-12
4047.10,8.47873e-12
4047.20,8.83101e-12
4047.30,8.51946e-12
4047.40,8.87615e-12
4047.50,8.77495e-12
4047.60,8.46443e-12
4047.70,8.37140e-12
4047.80,8.20020e-12
4047.90,8.40666e-12
4048.00,8.37592e-12
4048.10,8.72398e-12
4048.20,8.54675e-12
4048.30,8.07157e-12
4048.40,8.45520e-12
4048.50,8.51795e-12
4048.60,8.52985e-12
4048.70,8.09832e-12
4048.80,8.62584e-12
4048.90,8.66892e-12
4049.00,7.97429e-12
4049.10,8.41875e-12
4049.20,8.12001e-12
4049.30,8.34958e-12
4049.40,8.34671e-12
4049.50,8.46417e-12
4049.60,8.45256e-12
4049.70,8.51042e-12
4049.80,8.89051e-12
4049.90,8.46968e-12
4050.00,9.14689e-12
4050.10,8.64615e-12
4050.20,8.42278e-12
4050.30,8.39693e-12
4050.40,8.13084e-12
4050.50,8.21880e-12
4050.60,8.41021e-12
4050.70,8.38490e-12
4050.80,8.49752e-12
4050.90,8.65942e-12
4051.00,8.61605e-12
4051.10,8.31266e-12
4051.20,8.69410e-12
4051.30,8.17113e-12
4051.40,8.43215e-12
4051.50,8.47801e-12
4051.60,8.45379e-12
4051.70,8.49528e-12
4051.80,8.56908e-12
4051.90,8.38878e-12
4052.00,8.37276e-12
4052.10,8.55337e-12
4052.20,8.39659e-12
4052.30,8.50930e-12
4052.40,8.50533e-12
4052.50,8.25212e-12
4052.60,8.43331e-12
4052.70,8.37346e-12
4052.80,8.15253e-12
4052.90,8.67893e-12
4053.00,8.49525e-12
4053.10,8.13620e-12
4053.20,8.41553e-12
4053.30,8.37046e-12
4053.40,8.42020e-12
4053.50,8.27976e-12
4053.60,8.26976e-12
4053.70,8.41103e-12
4053.80,8.34951e-12
4053.90,7.84449e-12
4054.00,8.41721e-12
4054.10,8.12980e-12
4054.20,8.33032e-12
4054.30,8.30003e-12
4054.40,8.46383e-12
4054.50,8.40119e-12
4054.60,8.29632e-12
4054.70,8.38283e-12
4054.80,8.63552e-12
4054.90,8.14343e-12
4055.00,8.55684e-12
4055.10,8.34499e-12
4055.20,8.40080e-12
4055.30,8.29534e-12
4055.40,8.79497e-12
4055.50,8.28245e-12
4055.60,8.24994e-12
4055.70,8.28546e-12
4055.80,8.16461e-12
4055.90,7.93070e-12
4056.00,8.23346e-12
4056.10,7.96496e-12
4056.20,8.09432e-12
4056.30,8.39384e-12
4056.40,8.36461e-12
4056.50,8.10320e-12
4056.60,8.03005e-12
4056.70,8.26814e-12
4056.80,8.39536e-12
4056.90,8.36063e-12
4057.00,8.08379e-12
4057.10,8.27745e-12
4057.20,8.45412e-12
4057.30,8.40237e-12
4057.40,8.15073e-12
4057.50,8.37684e-12
4057.60,7.86486e-12
4057.70,8.32164e-12
4057.80,8.11664e-12
4057.90,8.34443e-12
4058.00,8.31738e-12
4058.10,8.38426e-12
4058.20,7.76446e-12
4058.30,8.11095e-12
4058.40,8.08937e-12
4058.50,8.27657e-12
4058.60,8.54457e-12
4058.70,8.36311e-12
4058.80,8.24813e-12
4058.90,8.05949e-12
4059.00,8.04725e-12
4059.10,7.80033e-12
4059.20,8.15632e-12
4059.30,8.07097e-12
4059.40,8.06697e-12
4059.50,8.16082e-12
4059.60,8.50920e-12
4059.70,8.25068e-12
4059.80,8.19776e-12
4059.90,8.24325e-12
4060.00,8.52792e-12
4060.10,8.35128e-12
4060.20,8.01736e-12
4060.30,8.01226e-12
4060.40,8.16004e-12
4060.50,8.17914e-12
4060.60,8.45839e-12
4060.70,8.33175e-12
4060.80,7.73206e-12
4060.90,7.71814e-12
4061.00,8.09369e-12
4061.10,8.44672e-12
4061.20,8.36791e-12
4061.30,8.23683e-12
4061.40,8.08483e-12
4061.50,8.03570e-12
4061.60,8.13460e-12
4061.70,8.06951e-12
4061.80,8.12109e-12
4061.90,8.24972e-12
4062.00,8.42625e-12
4062.10,7.89608e-12
4062.20,7.76546e-12
4062.30,7.68768e-12
4062.40,7.96055e-12
4062.50,7.72257e-12
4062.60,8.07529e-12
4062.70,8.07734e-12
4062.80,7.94670e-12
4062.90,8.11888e-12
4063.00,8.20849e-12
4063.10,7.87573e-12
4063.20,7.99783e-12
4063.30,7.99822e-12
4063.40,7.99806e-12
4063.50,8.01443e-12
4063.60,8.05118e-12
4063.70,8.03450e-12
4063.80,7.91425e-12
4063.90,8.21708e-12
4064.00,8.28690e-12
4064.10,8.13635e-12
4064.20,8.56320e-12
4064.30,8.15148e-12
4064.40,8.18935e-12
4064.50,8.24100e-12
4064.60,7.78511e-12
4064.70,7.44711e-12
4064.80,7.95067e-12
4064.90,8.14451e-12
4065.00,7.75082e-12
4065.10,8.25942e-12
4065.20,7.76205e-12
4065.30,7.97026e-12
4065.40,8.27056e-12
4065.50,8.24175e-12
4065.60,8.30831e-12
4065.70,7.93158e-12
4065.80,7.98656e-12
4065.90,7.75315e-12
4066.00,7.88808e-12
4066.10,8.24253e-12
4066.20,8.22528e-12
4066.30,7.63995e-12
4066.40,8.54931e-12
4066.50,7.82163e-12
4066.60,7.75416e-12
4066.70,7.64256e-12
4066.80,7.68376e-12
4066.90,8.19170e-12
4067.00,8.04038e-12
4067.10,8.04353e-12
4067.20,7.94957e-12
4067.30,8.18449e-12
4067.40,7.72024e-12
4067.50,7.96841e-12
4067.60,8.07145e-12
4067.70,7.68385e-12
4067.80,7.82111e-12
4067.90,7.73870e-12
4068.00,7.83623e-12
4068.10,7.89292e-12
4068.20,7.91594e-12
4068.30,8.10570e-12
4068.40,7.95040e-12
4068.50,7.66699e-12
4068.60,7.85952e-12
4068.70,7.95765e-12
4068.80,7.65045e-12
4068.90,7.96174e-12
4069.00,7.97870e-12
4069.10,7.92663e-12
4069.20,7.93861e-12
4069.30,7.98485e-12
4069.40,7.63835e-12
4069.50,7.53929e-12
4069.60,7.50320e-12
4069.70,7.81129e-12
4069.80,7.34537e-12
4069.90,7.41038e-12
4070.00,7.91079e-12
4070.10,7.94710e-12
4070.20,7.79829e-12
4070.30,7.66217e-12
4070.40,7.97535e-12
4070.50,8.02714e-12
4070.60,7.46764e-12
4070.70,7.35746e-12
4070.80,7.81385e-12
4070.90,7.98118e-12
4071.00,7.91081e-12
4071.10,7.98418e-12
4071.20,7.94200e-12
4071.30,7.65377e-12
4071.40,7.61489e-12
4071.50,7.46486e-12
4071.60,7.53103e-12
4071.70,7.45122e-12
4071.80,7.45048e-12
4071.90,6.84856e-12
4072.00,7.29801e-12
4072.10,7.30279e-12
4072.20,7.34574e-12
4072.30,7.40418e-12
4072.40,7.65736e-12
4072.50,7.73906e-12
4072.60,7.71233e-12
4072.70,7.91023e-12
4072.80,7.54156e-12
4072.90,7.75939e-12
4073.00,7.17874e-12
4073.10,7.26100e-12
4073.20,7.34824e-12
4073.30,7.59101e-12
4073.40,7.26594e-12
4073.50,7.59729e-12
4073.60,7.79029e-12
4073.70,7.63623e-12
4073.80,7.14005e-12
4073.90,7.75933e-12
4074.00,7.53936e-12
4074.10,7.51426e-12
4074.20,7.86069e-12
4074.30,7.62408e-12
4074.40,7.60120e-12
4074.50,7.39502e-12
4074.60,7.05978e-12
4074.70,7.57629e-12
4074.80,7.35069e-12
4074.90,7.56983e-12
4075.00,7.16364e-12
4075.10,7.42157e-12
4075.20,7.24965e-12
4075.30,7.66771e-12
4075.40,7.62044e-12
4075.50,7.67788e-12
4075.60,7.37629e-12
4075.70,7.53568e-12
4075.80,7.34876e-12
4075.90,7.30922e-12
4076.00,7.47916e-12
4076.10,7.30717e-12
4076.20,7.16509e-12
4076.30,7.29625e-12
4076.40,7.51000e-12
4076.50,7.40505e-12
4076.60,7.16151e-12
4076.70,7.13746e-12
4076.80,7.22097e-12
4076.90,6.97350e-12
4077.00,7.20782e-12
4077.10,7.41278e-12
4077.20,7.62551e-12
4077.30,7.19446e-12
4077.40,7.10664e-12
4077.50,7.59780e-12
4077.60,7.57488e-12
4077.70,7.47874e-12
4077.80,7.71761e-12
4077.90,7.27923e-12
4078.00,7.44711e-12
4078.10,7.14902e-12
4078.20,7.22482e-12
4078.30,7.64572e-12
4078.40,7.42194e-12
4078.50,7.63093e-12
4078.60,7.41268e-12
4078.70,6.95580e-12
4078.80,7.18311e-12
4078.90,6.80942e-12
4079.00,6.85692e-12
4079.10,7.16363e-12
4079.20,7.45427e-12
4079.30,7.38026e-12
4079.40,7.16524e-12
4079.50,7.45259e-12
4079.60,6.94721e-12
4079.70,7.27678e-12
4079.80,7.36819e-12
4079.90,6.92658e-12
4080.00,6.90804e-12
4080.10,6.73124e-12
4080.20,7.15806e-12
4080.30,6.73412e-12
4080.40,7.02602e-12
4080.50,7.24020e-12
4080.60,7.59436e-12
4080.70,7.41587e-12
4080.80,7.05017e-12
4080.90,6.81887e-12
4081.00,7.12753e-12
4081.10,6.85843e-12
4081.20,6.71431e-12
4081.30,7.01968e-12
4081.40,6.74109e-12
4081.50,7.04593e-12
4081.60,6.92013e-12
4081.70,6.70484e-12
4081.80,7.06697e-12
4081.90,7.02452e-12
4082.00,6.67415e-12
4082.10,6.98964e-12
4082.20,7.30070e-12
4082.30,7.11595e-12
4082.40,7.40927e-12
4082.50,6.83701e-12
4082.60,7.00358e-12
4082.70,6.97056e-12
4082.80,6.69734e-12
4082.90,7.26262e-12
4083.00,6.91209e-12
4083.10,6.91632e-12
4083.20,6.98951e-12
4083.30,6.72679e-12
4083.40,7.13981e-12
4083.50,6.97107e-12
4083.60,7.11937e-12
4083.70,6.80988e-12
4083.80,6.66168e-12
4083.90,6.43725e-12
4084.00,6.68013e-12
4084.10,7.16173e-12
4084.20,7.05414e-12
4084.30,6.82579e-12
4084.40,6.97915e-12
4084.50,6.69791e-12
4084.60,6.74387e-12
4084.70,6.61453e-12
4084.80,6.96716e-12
4084.90,6.68475e-12
4085.00,6.69788e-12
4085.10,6.74998e-12
4085.20,6.71635e-12
4085.30,6.70443e-12
4085.40,6.79662e-12
4085.50,6.96565e-12
4085.60,6.74328e-12
4085.70,6.82713e-12
4085.80,6.82412e-12
4085.90,7.01825e-12
4086.00,6.70172e-12
4086.10,6.97884e-12
4086.20,6.57928e-12
4086.30,6.54396e-12
4086.40,6.65401e-12
4086.50,6.72954e-12
4086.60,6.87470e-12
4086.70,6.66279e-12
4086.80,6.77008e-12
4086.90,6.68851e-12
4087.00,6.66544e-12
4087.10,6.73207e-12
4087.20,6.65606e-12
4087.30,6.45020e-12
4087.40,6.45275e-12
4087.50,6.69103e-12
4087.60,6.63228e-12
4087.70,6.64598e-12
4087.80,6.90271e-12
4087.90,6.62880e-12
4088.00,6.47415e-12
4088.10,6.41370e-12
4088.20,6.61750e-12
4088.30,6.52193e-12
4088.40,6.27804e-12
4088.50,6.93072e-12
4088.60,6.56694e-12
4088.70,7.01337e-12
4088.80,6.60885e-12
4088.90,6.37048e-12
4089.00,6.37079e-12
4089.10,6.40290e-12
4089.20,6.29389e-12
4089.30,6.71310e-12
4089.40,6.58290e-12
4089.50,6.61613e-12
4089.60,6.37434e-12
4089.70,6.71386e-12
4089.80,6.59200e-12
4089.90,6.35742e-12
4090.00,6.19870e-12
4090.10,5.98808e-12
4090.20,6.31594e-12
4090.30,6.20184e-12
4090.40,6.12513e-12
4090.50,6.22422e-12
4090.60,6.22396e-12
4090.70,6.07579e-12
4090.80,6.21118e-12
4090.90,6.48613e-12
4091.00,6.65114e-12
4091.10,6.39911e-12
4091.20,6.37653e-12
4091.30,6.32045e-12
4091.40,6.18787e-12
4091.50,6.38361e-12
4091.60,6.16837e-12
4091.70,6.10724e-12
4091.80,6.43314e-12
4091.90,6.14694e-12
4092.00,6.18075e-12
4092.10,6.43576e-12
4092.20,6.12382e-12
4092.30,5.94927e-12
4092.40,6.29816e-12
4092.50,6.10125e-12
4092.60,6.35520e-12
4092.70,6.18063e-12
4092.80,6.50333e-12
4092.90,6.09183e-12
4093.00,5.97757e-12
4093.10,6.19301e-12
4093.20,6.09887e-12
4093.30,6.06284e-12
4093.40,5.76914e-12
4093.50,5.86836e-12
4093.60,6.05534e-12
4093.70,6.12216e-12
4093.80,6.28570e-12
4093.90,5.83540e-12
4094.00,5.90725e-12
4094.10,6.04061e-12
4094.20,5.62882e-12
4094.30,6.20895e-12
4094.40,5.86479e-12
4094.50,6.09603e-12
4094.60,5.67802e-12
4094.70,5.53624e-12
4094.80,5.85643e-12
4094.90,5.96131e-12
4095.00,6.08745e-12
4095.10,5.86456e-12
4095.20,5.99295e-12
4095.30,5.68108e-12
4095.40,5.69646e-12
4095.50,5.75828e-12
4095.60,5.76248e-12
4095.70,5.82039e-12
4095.80,5.74010e-12
4095.90,5.78011e-12
4096.00,5.80278e-12
4096.10,5.89764e-12
4096.20,5.85260e-12
4096.30,5.82266e-12
4096.40,5.51509e-12
4096.50,5.57301e-12
4096.60,5.40703e-12
4096.70,5.57860e-12
4096.80,5.78321e-12
4096.90,5.73087e-12
4097.00,5.93775e-12
4097.10,5.74598e-12
4097.20,5.76642e-12
4097.30,5.14232e-12
4097.40,5.67066e-12
4097.50,5.68270e-12
4097.60,5.40519e-12
4097.70,5.55275e-12
4097.80,5.36987e-12
4097.90,5.46591e-12
4098.00,5.58942e-12
4098.10,5.20259e-12
4098.20,5.36643e-12
4098.30,5.15492e-12
4098.40,5.44316e-12
4098.50,5.59695e-12
4098.60,5.45209e-12
4098.70,5.27136e-12
4098.80,5.21278e-12
4098.90,5.16483e-12
4099.00,5.22673e-12
4099.10,5.20962e-12
4099.20,5.58316e-12
4099.30,5.23142e-12
4099.40,5.24121e-12
4099.50,5.27566e-12
4099.60,5.27311e-12
4099.70,5.02221e-12
4099.80,5.21812e-12
4099.90,5.25538e-12
4100.00,5.01902e-12
4100.10,5.06300e-12
4100.20,5.36046e-12
4100.30,5.15210e-12
4100.40,5.23984e-12
4100.50,5.13185e-12
4100.60,5.13827e-12
4100.70,5.11664e-12
4100.80,5.19767e-12
4100.90,5.11995e-12
4101.00,5.02146e-12
4101.10,5.06659e-12
4101.20,4.91367e-12
4101.30,4.93299e-12
4101.40,4.90966e-12
4101.50,5.17812e-12
